pi2,lambda
0.0,0.8472972651497082
0.0,0.8469365842081139
0.0,0.8465741950064958
0.0,0.8462100854290743
0.0,0.8458442432124049
0.01,0.845476655902158
0.01,0.8451073110548094
0.01,0.8447361959639175
0.01,0.8443632979122362
0.01,0.8439886039808299
0.02,0.8401399674029595
0.03,0.8360966008046969
0.04,0.8318433375896576
0.05,0.8273633937337607
0.06,0.8226381461680353
0.07,0.8176468737228074
0.08,0.8123664529906712
0.09,0.8067709996792561
0.1,0.8008314436873746
0.11,0.7945150231920078
0.12,0.7877846790898533
0.13,0.7805983261669429
0.14,0.7729079705808275
0.15,0.764658634538361
0.16,0.7557870370371819
0.17,0.7462199636127248
0.18,0.7358722358719423
0.19,0.7246441612622683
0.2,0.7124183006545068
0.21,0.6990553306349946
0.22,0.6843886897646752
0.23,0.668217569514452
0.24,0.6502976190495501
0.25,0.6303284416482399
0.26,0.6079365079381501
0.27,0.5826513911629271
0.28,0.5538720538707794
0.29,0.5208179354517853
0.3,0.4824561403501036
0.31,0.43738977072410656
0.32,0.38368055555700165
0.33,0.318555008211435
0.34,0.2378917378907777
0.35,0.1352657004819305
0.351,0.1234379214226846
0.352,0.11127645502471986
0.353,0.09876662066981404
0.354,0.08589283339984079
0.355,0.0726385300011532
0.356,0.05898608728790356
0.357,0.04491673157585195
0.358,0.0304104381761442
0.359,0.015445819482825503
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
