pi2,lambda
0.0,0.3012312246839391
0.0,0.30005299368044397
0.0,0.2988707852510726
0.0,0.29768457923047187
0.0,0.2964943553164284
0.01,0.2953000930806726
0.01,0.29410177194006587
0.01,0.29289937118901543
0.01,0.29169286996345833
0.01,0.29048224726607225
0.02,0.27814461563561044
0.03,0.2653706337923164
0.04,0.2521367521371652
0.05,0.2384176965174739
0.06,0.22418630751995133
0.07,0.20941336144601644
0.08,0.19406737053830303
0.09,0.17811435951584775
0.1,0.1615176151765197
0.11,0.14423740510853522
0.12,0.12623066104147418
0.13,0.10745062152083618
0.14,0.08784642766456707
0.15,0.06736266467950346
0.16,0.045938840457883205
0.17,0.023508790949745374
0.17099999999999999,0.02120771076688088
0.172,0.018895772807438847
0.173,0.01657290012325624
0.174,0.014239015035045441
0.175,0.011894039121589404
0.176,0.009537893230546494
0.177,0.007170497438832894
0.178,0.004791771067028985
0.179,0.0024016326649729607
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
