pi2,lambda
0.0,0.3200801646342211
0.0,0.318726247727839
0.0,0.31736678590405404
0.0,0.31600174405808085
0.0,0.3146310867825994
0.01,0.31325477835334875
0.01,0.3118727827399325
0.01,0.31048506359141187
0.01,0.3090915842399071
0.01,0.3076923076933947
0.02,0.29337231968775884
0.03,0.27842937277015894
0.04,0.2628205128192546
0.05,0.2464985994383047
0.06,0.2294117647068672
0.07,0.21150278292978447
0.08,0.19270833333223766
0.09,0.17295813315126193
0.1,0.1521739130420523
0.11,0.13026819923327215
0.12,0.10714285714125406
0.13,0.08268733850057082
0.14,0.056776556777172534
0.15,0.029268292684501443
0.151,0.0264235425795746
0.152,0.02356103731900878
0.153,0.020680599628498685
0.154,0.0177820497414325
0.155,0.014865205341266306
0.156,0.011929881511101671
0.157,0.008975890697669714
0.158,0.006003042639299069
0.159,0.0030111443371031235
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
