pi2,lambda
0.0,0.4296528293947023
0.0,0.4279225048440687
0.0,0.4261814744106946
0.0,0.42442963579836324
0.0,0.4226668853530546
0.01,0.42089311803413326
0.01,0.419108227399942
0.01,0.4173121055645822
0.01,0.4155046431979139
0.01,0.4136857294751339
0.02,0.3948412698419992
0.03,0.3747176289888324
0.04,0.3531746031739267
0.05,0.33004926108551014
0.06,0.3051506316812816
0.07,0.27825261158467385
0.08,0.24908424908359614
0.09,0.2173160173164758
0.1,0.1825396825402804
0.11,0.14423740510853522
0.12,0.10173160173023706
0.13,0.05409782960741992
0.131,0.04900591399277663
0.132,0.04384830855431691
0.133,0.03862330857959168
0.134,0.03332913041630452
0.135,0.027963906012287622
0.136,0.022525676936847424
0.137,0.01701238787627675
0.138,0.011421879513493537
0.139,0.005751880719774224
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
