pi2,lambda
0.0,0.5199429798128633
0.0,0.5192417310269802
0.0,0.5185384467037705
0.0,0.5178331180301208
0.0,0.5171257361316914
0.01,0.5164162920945246
0.01,0.5157047769434357
0.01,0.5149911816564192
0.01,0.5142754971610474
0.01,0.5135577143236646
0.02,0.5062624307899247
0.03,0.4987468671682103
0.04,0.4910009651973084
0.05,0.483014048531192
0.06,0.4747747747765259
0.07,0.4662710829885566
0.08,0.45749013618598977
0.09,0.44841825824017084
0.1,0.43904086457311714
0.11,0.4293423858648453
0.12,0.41930618401365993
0.13,0.4089144593589629
0.14,0.39814814814733107
0.15,0.3869868089524895
0.16,0.3754084967309951
0.17,0.3633896228713024
0.18,0.3509047993705817
0.19,0.3379266650827779
0.2,0.32442569151318806
0.21,0.3103699653719204
0.22,0.2957249445439515
0.23,0.2804531836688907
0.24,0.26451402478883546
0.25,0.2478632478636091
0.26,0.2304526748974028
0.27,0.21222972042320226
0.28,0.1931368797047626
0.29,0.17311114437356542
0.3,0.15208333333455853
0.31,0.12997732426416006
0.32,0.10670916818595275
0.33,0.08218606591425069
0.34,0.05630518074376397
0.35,0.028952256091066077
0.351,0.026131223282817678
0.352,0.023294074449862895
0.353,0.020440673087997293
0.354,0.017570881165938503
0.355,0.014684559100114956
0.356,0.011781565736657904
0.357,0.008861758333393444
0.358,0.005924992523826516
0.359,0.0029711222991328987
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
