pi2,lambda
0.0,0.2549922935511597
0.0,0.2535687572027103
0.0,0.2521396133734816
0.0,0.25070482777625097
0.0,0.24926436583926936
0.01,0.24781819269905833
0.01,0.24636627318960505
0.01,0.2449085718531671
0.01,0.24344505292226468
0.01,0.24197568033048525
0.02,0.2269518417546401
0.03,0.21130055004391007
0.04,0.1949801040696514
0.05,0.1779448621541162
0.06,0.1601447445923852
0.07,0.14152465574699194
0.08,0.1220238095224513
0.09,0.10157493815518141
0.1,0.08010335917245788
0.11,0.05752586889475629
0.12,0.03374942210035705
0.13,0.008669546302524672
0.131,0.006085461487178053
0.132,0.0034870512829219347
0.133,0.0008741883048006218
0.134,
0.135,
0.136,
0.137,
0.138,
0.139,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
