pi1,pi2
0.01,
0.02,
0.03,
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.161,
0.162,
0.163,
0.164,
0.165,
0.166,
0.167,7.413253832321924e-05
0.168,0.0002972286877576626
0.169,0.0005213647412831588
0.17,0.000746530661243243
0.18,0.0030527200940852007
0.19,0.005451812384640721
0.2,0.007935749189209494
0.21,0.010497437785202509
0.22,0.013130603596467021
0.23,0.01582966992509054
0.24,0.01858965905149176
0.25,0.021406110280034918
0.26,0.02427501155186759
0.27,0.027192742003017963
0.28,0.030156023411238474
0.29,0.03316187896129864
0.3,0.03620759799253382
0.31,0.03929070574541353
0.32,0.042408937289566115
0.33,0.04556021490213531
0.34,0.04874262843906556
0.35,0.051954418173482744
0.36,0.05519395976982308
0.37,0.058459751065964634
0.38,0.061750400440062594
0.39,0.06506461647756168
0.4,0.06840119885554888
0.41,0.07175903019233507
0.42,0.0751370687974361
0.43,0.07853434218149138
0.44,0.08194994124328302
0.45,0.08538301504381558
0.46,0.08883276610622962
0.47,0.09229844615510985
0.48,0.09577935231679814
0.49,0.09927482359342822
0.5,0.10278423776194884
0.51,0.10630700846043009
0.52,0.10984258261292039
0.53,0.11339043802357796
0.54,0.11695008121211001
0.55,0.12052104543289341
0.56,0.12410288882735411
0.57,0.12769519276363014
0.58,0.13129756030589212
0.59,0.1349096147881099
0.6,0.13853099850307046
0.61,0.1421613715282569
0.62,0.14580041058053966
0.63,0.14944780801493218
0.64,0.15310327086296385
0.65,0.1567665199502884
0.66,0.16043728908632393
0.67,0.16411532430071402
0.68,0.167800383141016
0.69,0.17149223401360805
0.7,0.1751906555678162
0.71,0.1788954361376661
0.72,0.18260637320164327
0.73,0.1863232728928758
0.74,0.1900459495273247
0.75,0.193774225171592
0.76,0.19750792923954172
0.77,0.2012468981105306
0.78,0.20499097478005252
0.79,0.20874000849957894
0.8,0.21249385449563415
0.81,0.21625237365285443
0.82,0.22001543223666511
0.83,0.22378290164116826
0.84,0.22755465814063291
0.85,0.23133058264818748
0.86,0.23511056051052884
0.87,0.23889448128822469
0.88,0.24268223857563356
0.89,0.24647372980281707
0.9,0.2502688560662644
0.91,0.2540675219740241
0.92,0.2578696354800301
0.93,0.26167510773283453
0.94,0.2654838529495519
0.95,0.26929578827179523
0.96,0.2731108336504249
0.97,0.27692891171228884
0.98,0.28074994766658207
0.99,0.2845738691859931
