pi1,pi2
0.01,
0.02,
0.03,
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.131,
0.132,
0.133,
0.134,
0.135,
0.136,
0.137,
0.138,
0.139,0.00019867567751962037
0.14,0.001986766119944613
0.15,0.01986865516374065
0.16,0.03775230382636285
0.17,0.055637670981152
0.18,0.07352471682323573
0.19,0.09141340283711419
0.2,0.10930369172822947
0.21,0.1271955473761451
0.22,0.14508893478772486
0.23,0.16298382004310943
0.24,0.18088017027050438
0.25,0.19877795358495365
0.26,0.21667713907393285
0.27,0.23457769672531736
0.28,0.252479597430984
0.29,0.2703828129255834
0.3,0.288287315768533
0.31,0.30619307930079664
0.32,0.3241000776304792
0.33,0.3420082856004111
0.34,0.3599176787485322
0.35,0.3778282333042887
0.36,0.39573992614541526
0.37,0.4136527347871289
0.38,0.43156663735331724
0.39,0.4494816125585302
0.4,0.467397639679167
0.41,0.4853146985570776
0.42,0.5032327695455399
0.43,0.5211518335236642
0.44,0.5390718718639808
0.45,0.5569928664144306
0.46,0.5749147994911619
0.47,0.5928376538533205
0.48,0.6107614126994475
0.49,0.6286860596458685
0.5,0.6466115787122884
0.51,0.6645379543145885
0.52,0.6824651712504196
0.53,0.7003932146883963
0.54,0.7183220701464899
0.55,0.736251723499228
0.56,0.7541821609488853
0.57,0.7721133690326849
0.58,0.7900453345975867
0.59,0.8079780447966873
0.6,0.8259114870856173
0.61,0.8438456492009319
0.62,0.8617805191673144
0.63,0.8797160852759662
0.64,0.8976523360846078
0.65,0.9155892604102739
0.66,0.933526847314908
0.67,0.9514650861017614
0.68,0.9694039663081888
0.69,0.9873434777128521
0.7,
0.71,
0.72,
0.73,
0.74,
0.75,
0.76,
0.77,
0.78,
0.79,
0.8,
0.81,
0.82,
0.83,
0.84,
0.85,
0.86,
0.87,
0.88,
0.89,
0.9,
0.91,
0.92,
0.93,
0.94,
0.95,
0.96,
0.97,
0.98,
0.99,
