pi2,lambda
0.0,0.035905393224878436
0.0,0.03201417421428742
0.0,0.028098869373398384
0.0,0.024159275683676228
0.0,0.020195187940415273
0.01,
0.01,0.008153875045559816
0.01,0.004089714428079743
0.01,0.016206398734731235
0.01,0.012192698410342033
0.011,
0.012,
0.013,
0.013999999999999999,
0.015,
0.016,
0.017,
0.018,
0.019,
0.02,
0.03,
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
