pi1,pi2
0.01,
0.02,
0.03,
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
0.51,
0.52,
0.53,
0.54,
0.55,
0.56,
0.57,
0.58,
0.59,
0.6,
0.61,
0.62,
0.621,
0.622,
0.623,
0.624,
0.625,3.930300556341718e-09
0.626,0.000714364351817334
0.627,0.0014288856819734685
0.628,0.002143563523216558
0.629,0.0028583974181435267
0.63,0.003573386912952898
0.64,0.010731740817808966
0.65,0.017905166661823912
0.66,0.02509323804808833
0.67,0.03229554538115222
0.68,0.03951169500624285
0.69,0.04674130841331134
0.7,0.0539840214734937
0.71,0.06123948374040064
0.72,0.06850735778382168
0.73,0.07578731857025021
0.74,0.08307905285781476
0.75,0.0903822586776488
0.76,0.09769664476843971
0.77,0.10502193012622887
0.78,0.11235784351099252
0.79,0.11970412302165333
0.8,0.12706051568549773
0.81,0.13442677705479714
0.82,0.14180267084304637
0.83,0.1491879685756085
0.84,0.15658244925836773
0.85,0.16398589906078867
0.86,0.17139811100978053
0.87,0.1788188847231788
0.88,0.18624802612882024
0.89,0.1936853472088297
0.9,0.20113066576551614
0.91,0.20858380518006517
0.92,0.21604459419644342
0.93,0.223512866719709
0.94,0.23098846161072029
0.95,0.23847122249164943
0.96,0.24596099757310572
0.97,0.25345763948125904
0.98,0.2609610050849626
0.99,0.2684709553552914
