pi2,lambda
0.0,0.15610604278877305
0.0,0.1539708820527365
0.0,0.15182220901037868
0.0,0.14965986394518915
0.0,0.14748368422336294
0.01,0.14529350422897058
0.01,0.14308915528472377
0.01,0.14087046557994276
0.01,0.13863726009132168
0.01,0.1363893604964901
0.02,0.11306042885027134
0.03,0.08803789972530784
0.04,0.06107305936019501
0.05,0.03185703185706466
0.051,0.02879744900704542
0.052,0.02571110436386847
0.053,0.022597544763540495
0.054,0.019456305426911336
0.05499999999999999,0.016286909549091712
0.055999999999999994,0.013088867903277325
0.056999999999999995,0.009861678419361766
0.057999999999999996,0.00660482573013507
0.059,0.003317780710279007
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
