pi2,lambda
0.0,0.6041844654247956
0.0,0.6036376973460302
0.0,0.6030894192932748
0.0,0.6025396250033481
0.0,0.601988308187859
0.01,0.6014354625260009
0.01,0.6008810816573497
0.01,0.600325159192669
0.01,0.599767688699503
0.01,0.5992086637129812
0.02,0.5935314685318483
0.03,0.5876914378846968
0.04,0.5816814764197702
0.05,0.575494071147492
0.06,0.5691212602974368
0.07,0.562554599355256
0.08,0.555785123966202
0.09,0.548803309366722
0.1,0.5415990259731371
0.11,0.5341614906844245
0.12,0.5264792133876649
0.13,0.5185399381619402
0.14,0.5103305785107777
0.15,0.5018371459064258
0.16,0.49304467084640485
0.17,0.4839371155147311
0.18,0.4744972769169113
0.19,0.46470667931098436
0.2,0.4545454545443941
0.21,0.4439922086219491
0.22,0.43302387267885817
0.23,0.4216155361654689
0.24,0.40974025974059675
0.25,0.3973688649021266
0.26,0.3844696969693825
0.27,0.3710083573582654
0.28,0.35694740042385814
0.29,0.3422459893060302
0.3,0.32685950413308956
0.31,0.31073909479322537
0.32,0.29383116883034543
0.33,0.2760768033209656
0.34,0.2574110671937366
0.35,0.23776223776280392
0.36,0.2170508916914197
0.37,0.1951888463523329
0.38,0.17207792207705996
0.39,0.14760848907275204
0.4,0.12165775401188479
0.41,0.09408773045197595
0.42,0.06474282296580047
0.43,0.033446936674496545
0.431,0.030202570340094836
0.432,0.026936502232255907
0.433,0.02364851508091734
0.434,0.020338388709526357
0.435,0.017005900006226923
0.436,0.013650822862632667
0.437,0.010272928119802812
0.438,0.006871983528624648
0.439,0.003447753688586317
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
