pi2,lambda
0.0,0.4991652754572832
0.0,0.4983277591964961
0.0,0.497487437185627
0.0,0.49664429530280624
0.0,0.49579831932892093
0.01,0.4949494949512165
0.01,0.49409780775609374
0.01,0.493243243243515
0.01,0.49238578680179296
0.01,0.4915254237292006
0.02,0.48275862069050635
0.03,0.47368421052524623
0.04,0.4642857142863857
0.05,0.4545454545443941
0.06,0.44444444444358877
0.07,0.433962264149281
0.08,0.42307692307580824
0.09,0.41176470588216024
0.1,0.3999999999986052
0.11,0.38775510204074304
0.12,0.37499999999920236
0.13,0.36170212766101023
0.14,0.34782608695512035
0.15,0.3333333333347314
0.16,0.3181818181817228
0.17,0.3023255813937743
0.18,0.28571428571562063
0.19,0.26829268292805325
0.2,0.24999999999858644
0.21,0.23076923076938471
0.22,0.21052631579032985
0.23,0.18918918918825461
0.24,0.1666666666660429
0.25,0.14285714285828832
0.26,0.11764705882209917
0.27,0.09090909090820298
0.28,0.06250000000126402
0.29,0.03225806451619839
0.291,0.029126213593787136
0.292,0.025974025972397098
0.293,0.022801302930200846
0.294,0.01960784313781321
0.295,0.016393442622275392
0.296,0.013157894738242089
0.297,0.009900990099551145
0.298,0.006622516557613975
0.299,0.0033222591365867507
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
