pi2,lambda
0.0,0.25456116356797714
0.0,0.25270218933134453
0.0,0.2508332448637823
0.0,0.24895424008209546
0.0,0.2470650836425299
0.01,0.24516568291556054
0.01,0.2432559439642816
0.01,0.24133577150839125
0.01,0.23940506889537794
0.01,0.237463738086115
0.02,0.21744324970122897
0.03,0.19624047966286187
0.04,0.17372881355942493
0.05,0.1497584541059211
0.06,0.1241496598657094
0.07,0.0966831333786771
0.08,0.06708595387732245
0.09,0.035010297145311474
0.09100000000000001,0.03165003618063206
0.09214285714285715,0.027773284714063824
0.09328571428571429,0.023856867666983427
0.09442857142857143,0.019899940356373044
0.09557142857142858,0.01590162719389364
0.09671428571428572,0.01186102007957184
0.09785714285714286,0.007777176691040416
0.099,0.0036491186503243493
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
