pi2,lambda
0.0,0.43628639538702957
0.0,0.43506743252082
0.0,0.4338430751075682
0.0,0.4326132865190123
0.0,0.43137802978833995
0.01,0.42511840600887507
0.01,0.427639075936019
0.01,0.4263815700680939
0.01,0.43013726761018845
0.01,0.42889096232984025
0.02,0.41216678058833633
0.03,0.39860390191364925
0.04,0.3843843843843575
0.05,0.369458128079767
0.06,0.3537696768855684
0.07,0.33725746675368523
0.08,0.31985294117476554
0.09,0.30147950521620104
0.1,0.28205128205205804
0.11,0.261471626392278
0.12,0.23963133640401543
0.13,0.21640648913262034
0.14,0.19165580182613262
0.15,0.16521739130292354
0.16,0.13690476190364853
0.17,0.1065017949755046
0.18,0.07375643224740963
0.19,0.03837263060692697
0.191,0.0346761832440097
0.192,0.030949519232466492
0.193,0.027192247820413414
0.194,0.023403971236450043
0.195,0.019584284513181126
0.196,0.015732775325144624
0.197,0.011849023808731717
0.198,0.00793260240371651
0.199,0.003983075647964865
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
