pi2,lambda
0.0,0.651030463295016
0.0,0.6502719239419736
0.0,0.6495100746582061
0.0,0.6487448937008597
0.0,0.6479763591217904
0.01,0.6472044487855704
0.01,0.6464291403658876
0.01,0.6456504113239353
0.01,0.6448682389444282
0.01,0.644082600285181
0.02,0.6360303744446469
0.03,0.6276047039413498
0.04,0.6187789351849721
0.05,0.6095238095234129
0.06,0.5998071359690907
0.07,0.5895934131210832
0.08,0.5788433908037076
0.09,0.5675135598063772
0.1,0.5555555555560477
0.11,0.5429154581572531
0.12,0.5295329670316643
0.13,0.5153404229326919
0.14,0.5002616431199305
0.15,0.4842105263157953
0.16,0.4670893719797235
0.17,0.4487868425342531
0.18,0.42917547568655773
0.19,0.40810862497452566
0.2,0.3854166666671209
0.21,0.36090225563730993
0.22,0.33433433433259724
0.23,0.305440486054475
0.24,0.27389705882286913
0.25,0.2393162393164969
0.26,0.20122887864794606
0.27,0.1590612777061556
0.28,0.11210317460285366
0.29,0.05946255002888134
0.291,0.05384468081537406
0.292,0.04815757233018547
0.293,0.04239988997918967
0.294,0.03657026298659694
0.295,0.030667283094776576
0.296,0.024689503206454078
0.297,0.01863543594046994
0.298,0.012503552144319197
0.299,0.006292279327455918
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
