lambda,f0,f1,f2
0.01,0.1991967807375416,0.39837740064670296,0.4024258186157246
0.02,0.19838704542674954,0.39670879766274003,0.4049041569105268
0.03,0.19757067681085275,0.3949929671926203,0.4074363559965289
0.04,0.196747556520879,0.3932286642907214,0.4100237791883971
0.05,0.19591756533087523,0.39141462417970996,0.41266781048941775
0.060000000000000005,0.19508058344684692,0.38954956373238575,0.41536985282077704
0.06999999999999999,0.19423649083184513,0.38763218319637477,0.4181313259717678
0.08,0.19338516756978172,0.38566116818201296,0.42095366424819985
0.09,0.1925264942704493,0.38363519193404216,0.4238383137955113
0.09999999999999999,0.19166035251836264,0.3815529179084218,0.42678672957321406
0.11,0.19078662536780092,0.3794130026752803,0.42980037195692083
0.12,0.18990519788637053,0.37721409916893556,0.43288070294469666
0.13,0.18901595774925856,0.3749548603053965,0.43602918194534174
0.14,0.18811879588604546,0.3726339429866394,0.4392472611273186
0.15000000000000002,0.18721360718163566,0.37025001250949136,0.4425363803088731
0.16,0.18630029123250308,0.36780174739501736,0.44589796137248155
0.17,0.1853787531588702,0.36528784465146763,0.4493334021896651
0.18000000000000002,0.18444890447292137,0.3627070254806801,0.4528440700464034
0.19,0.1835106640023894,0.36005804143360803,0.45643129456399933
0.2,0.18256395886807616,0.35733968101582675,0.46009636011609434
0.21000000000000002,0.18160872551289567,0.35455077673802515,0.463840497749077
0.22,0.18064491077903128,0.3516902125999662,0.46766487662100115
0.23,0.1796724730285906,0.34875693198875585,0.47157059498265297
0.24000000000000002,0.17869138330190382,0.34574994596391423,0.47555867073419117
0.25,0.17770162650623092,0.34266834189244794,0.47963003160132023
0.26,0.1767032026262403,0.339511292387207,0.48378550498655765
0.27,0.17569612794605607,0.3362780644909956,0.4880258075629439
0.28,0.17468043627126084,0.3329680290380677,0.4923515346906711
0.29000000000000004,0.17365618013761824,0.32958067011299597,0.4967631497493878
0.3,0.17262343199193175,0.32611559451581934,0.5012609734922524
0.31,0.17158228532903538,0.3225725411311747,0.5058451735397895
0.32,0.17053285576776184,0.3189513900888837,0.5105157541433498
0.33,0.16947528204773799,0.3152521715941523,0.5152725463581065
0.34,0.16840972692816453,0.311475074297793,0.5201151987740378
0.35000000000000003,0.16733637796937098,0.3076204530710407,0.5250431689595808
0.36000000000000004,0.16625544817794757,0.30368883604601915,0.5300557157760272
0.37,0.16516717649672694,0.29968093078221286,0.5351518927210549
0.38,0.16407182812183177,0.2955976294216967,0.5403305424564668
0.39,0.16296969463044797,0.29144001270165876,0.5455902926679045
0.4,0.16186109390495002,0.28720935270214293,0.5509295533929041
0.41000000000000003,0.16074636984151822,0.2829071142200913,0.5563465159383868
0.42000000000000004,0.15962589183428927,0.2785349546772834,0.5618391534884274
0.43,0.15850005402956185,0.2740947224900735,0.5674052234803569
0.44,0.15736927434829132,0.2695884538518376,0.5730422717998717
0.45,0.15623399327914986,0.2650183679047489,0.5787476388160924
0.46,0.15509467244866532,0.26038686030518865,0.5845184672461544
0.47000000000000003,0.15395179297912748,0.25569649521566007,0.5903517118052046
0.48000000000000004,0.1528058536491805,0.2509499957853034,0.5962441505655305
0.49,0.15165736887583928,0.24615023320924098,0.6021923979149245
0.5,0.15050686654034823,0.24130021448416064,0.6081929189755008
0.51,0.1493548856832727,0.2364030690017206,0.6142420453150106
0.52,0.14820197409681718,0.23146203414289263,0.6203359917602915
0.53,0.14704868584414507,0.22648044005360504,0.6264708741022526
0.54,0.1458955787366389,0.22146169379515823,0.6326427274682046
0.55,0.14474321180040844,0.21640926307111918,0.6388475251284722
0.56,0.14359214276299495,0.2113266597357718,0.645081197501228
0.5700000000000001,0.14244292559014884,0.20621742328769985,0.6513396511221592
0.5800000000000001,0.14129610810081925,0.20108510454589326,0.657618787353284
0.59,0.1401522296862018,0.1959332496953705,0.6639145206184077
0.6,0.139011819155873,0.19076538487505218,0.6702227959690931
0.61,0.13787539273088878,0.1855850014633417,0.676539605805755
0.62,0.13674345220032658,0.18039554219718631,0.6828610056024803
0.63,0.13561648325411108,0.17520038823880044,0.6891831285070716
0.64,0.1344949540014579,0.17000284728207013,0.6955021987164716
0.65,0.13337931368066058,0.1648061427678394,0.701814543551469
0.66,0.13226999156264155,0.15961340425518505,0.708116604182198
0.67,0.13116739604749647,0.15442765897436467,0.7144049449781373
0.68,0.1300719139505062,0.14925182456743483,0.7206762614820575
0.6900000000000001,0.12898390997150286,0.1440887030042662,0.7269273870242131
0.7000000000000001,0.12790372633943273,0.13894097564585303,0.733155298014716
0.7100000000000001,0.1268316826221463,0.1338111994128926,0.7393571179649263
0.72,0.12576807569011503,0.12870180400621173,0.7455301203037186
0.73,0.12471317982171272,0.12361509011631336,0.7516717300620183
0.74,0.12366724693709484,0.11855322855246164,0.7577795245104433
