pi1,pi2
0.001,0.0004
0.002,0.0008
0.003,0.0012000000000000001
0.004,0.0016
0.005,0.002
0.006,0.0024000000000000002
0.007,0.0028
0.008,0.0032
0.009,0.0036
0.01,0.004
0.02,0.008
0.03,0.012
0.04,0.016
0.05,0.02
0.06,0.024
0.07,0.028000000000000004
0.08,0.032
0.09,0.036
0.1,0.04
0.11,0.044
0.12,0.048
0.13,0.052000000000000005
0.14,0.05600000000000001
0.15,0.06
0.16,0.064
0.17,0.068
0.18,0.072
0.19,0.076
0.2,0.08
0.21,0.08399999999999999
0.22,0.088
0.23,0.092
0.24,0.096
0.25,0.1
0.26,0.10400000000000001
0.27,0.10800000000000001
0.28,0.11200000000000002
0.29,0.11599999999999999
0.3,0.12
0.31,0.124
0.32,0.128
0.33,0.132
0.34,0.136
0.35,0.13999999999999999
0.36,0.144
0.37,0.148
0.38,0.152
0.39,0.156
0.4,0.16
0.41,0.16399999999999998
0.42,0.16799999999999998
0.43,0.172
0.44,0.176
0.45,0.18
0.46,0.184
0.47,0.188
0.48,0.192
0.49,0.196
0.5,0.2
0.51,0.20400000000000001
0.52,0.20800000000000002
0.53,0.21200000000000002
0.54,0.21600000000000003
0.55,0.22000000000000003
0.56,0.22400000000000003
0.57,0.22799999999999998
0.58,0.23199999999999998
0.59,0.236
0.6,0.24
0.61,0.244
0.62,0.248
0.63,0.252
0.64,0.256
0.65,0.26
0.66,0.264
0.67,0.268
0.68,0.272
0.69,0.27599999999999997
0.7,0.27999999999999997
0.71,0.284
0.72,0.288
0.73,0.292
0.74,0.296
0.75,0.3
0.76,0.304
0.77,0.308
0.78,0.312
0.79,0.316
0.8,0.32
0.81,0.324
0.82,0.32799999999999996
0.83,0.33199999999999996
0.84,0.33599999999999997
0.85,0.33999999999999997
0.86,0.344
0.87,0.348
0.88,0.352
0.89,0.356
0.9,0.36
0.91,0.364
0.92,0.368
0.93,0.372
0.94,0.376
0.95,0.38
0.96,0.384
0.97,0.388
0.98,0.392
0.99,0.396
