pi1,pi2
0.01,
0.02,
0.03,
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.381,
0.382,
0.383,
0.384,
0.385,
0.386,
0.387,
0.388,
0.389,5.405626736788618e-05
0.39,0.0005407612356349134
0.4,0.005427108116571997
0.41,0.010347338401681526
0.42,0.015299825003778038
0.43,0.020283049272619327
0.44,0.02529559169557778
0.45,0.030336123570743414
0.46,0.035403399548012374
0.47,0.04049625090490151
0.48,0.04561357948505724
0.49,0.05075435224183302
0.5,0.055917596275285954
0.51,0.06110239433738119
0.52,0.06630788076578653
0.53,0.0715332377454129
0.54,0.07677769194452055
0.55,0.08204051138853137
0.56,0.08732100265438307
0.57,0.09261850825936999
0.58,0.09793240428408773
0.59,0.10326209817545777
0.6,0.10860702674423833
0.61,0.11396665428498982
0.62,0.11934047089052638
0.63,0.12472799084560268
0.64,0.13012875116466496
0.65,0.1355423102520559
0.66,0.1409682466162439
0.67,0.14640615772091314
0.68,0.15185565890088198
0.69,0.15731638232844428
0.7,0.16278797610936782
0.71,0.16827010337169007
0.72,0.17376244147336617
0.73,0.17926468122072192
0.74,0.18477652616974366
0.75,0.1902976919417746
0.76,0.1958279056184457
0.77,0.20136690513660774
0.78,0.2069144387516925
0.79,0.212470264515481
0.8,0.21803414979709118
0.81,0.2236058708219726
0.82,0.2291852122505201
0.83,0.23477196676749096
0.84,0.24036593471104034
0.85,0.245966923698155
0.86,0.2515747483185176
0.87,0.2571892297743464
0.88,0.2628101956246819
0.89,0.2684374794540399
0.9,0.27407092064911226
0.91,0.27971036411063865
0.92,0.28535566002650653
0.93,0.2910066636484511
0.94,0.2966632350579522
0.95,0.30232523898615404
0.96,0.30799254460137027
0.97,0.3136650253254038
0.98,0.31934255866787176
0.99,0.32502502605332967
