lambda,f0,f1,f2
0.01,0.08882734275466082,0.37399502902229004,0.537177628223148
0.02,0.08837126324256214,0.37296474181247913,0.5386639949448914
0.03,0.08791745191394143,0.37190854476989776,0.5401740033161653
0.04,0.08746588430417,0.3708258264616158,0.5417082892342364
0.05,0.08701653532171652,0.3697159570804544,0.54326750759781
0.060000000000000005,0.08656937925009954,0.36857828789330266,0.5448523328565986
0.06999999999999999,0.08612438974966671,0.36741215068092536,0.5464634595694101
0.08,0.08568153985929217,0.3662168571704775,0.5481016029702298
0.09,0.08524080199794688,0.3649916984614567,0.5497674995406401
0.09999999999999999,0.0848021479661995,0.36373594444643476,0.551461907587371
0.11,0.08436554894775235,0.36244884322832954,0.5531856078239346
0.12,0.0839309755109459,0.36112962053533587,0.5549394039537087
0.13,0.08349839761042076,0.35977747913608443,0.5567241232535048
0.14,0.08306778458888388,0.3583915982566489,0.5585406171544364
0.15000000000000002,0.08263910517915897,0.3569711330024317,0.5603897618184193
0.16,0.08221232750647943,0.355515213787122,0.5622724587063961
0.17,0.08178741909124429,0.3540229457725632,0.5641896351361814
0.18000000000000002,0.0813643468522201,0.3524934083224828,0.5661422448252995
0.19,0.08094307711035721,0.35092565447435525,0.5681312684152795
0.2,0.08052357559333345,0.3493187104337866,0.5701577139728654
0.21000000000000002,0.08010580744093003,0.347671575096185,0.5722226174628791
0.22,0.07968973721139917,0.3459832196012396,0.5743270431873458
0.23,0.07927532888898099,0.3442525869262217,0.5764720841847958
0.24000000000000002,0.07886254589271423,0.3424785915245777,0.5786588625827257
0.25,0.0784513510867469,0.34066011901720333,0.5808885298960622
0.26,0.07804170679233362,0.3387960259442853,0.5831622672633993
0.27,0.07763357480171898,0.3368851395863104,0.5854812856119732
0.28,0.07722691639415934,0.33492625786383257,0.5878468257420086
0.29000000000000004,0.07682169235430059,0.3329181493260956,0.5902601583196163
0.3,0.07641786299319112,0.3308595532397194,0.5927225837671177
0.31,0.07601538817219756,0.32874917978936113,0.5952354320384284
0.32,0.07561422733013118,0.32658571040330653,0.5978000622665459
0.33,0.07521433951386279,0.32436779821755773,0.600417862268585
0.34,0.07481568341278937,0.3220940686933452,0.6030902478938723
0.35000000000000003,0.07441821739747777,0.3197631204035686,0.6058186621989656
0.36000000000000004,0.0740218995628303,0.31737352600458324,0.6086045744325939
0.37,0.07362668777615428,0.3149238334107715,0.6114494788130987
0.38,0.07323253973049446,0.3124125671899017,0.6143548930796292
0.39,0.07283941300362437,0.3098382301981833,0.6173223567981653
0.4,0.07244726512307362,0.30719930547436963,0.6203534294025281
0.41000000000000003,0.07205605363755474,0.30449425841260636,0.6234496879498237
