lambda,f0,f1,f2
0.01,0.042490997080950846,0.6151616336101301,0.3423473693091248
0.02,0.042249344563653056,0.6149285879337011,0.3428220675021787
0.03,0.04201005385728423,0.6146852286021058,0.34330471754053055
0.04,0.04177309399275651,0.6144312938708454,0.3437956121364898
0.05,0.04153843435352929,0.61416650937342,0.34429505627333146
0.060000000000000005,0.04130604467083944,0.6138905874449853,0.34480336788427346
0.06999999999999999,0.0410758950188198,0.6136032264036698,0.34532087857754085
0.08,0.040847955809247535,0.613304109782052,0.34584793440868783
0.09,0.04062219778611798,0.6129929055081812,0.3463848967057114
0.09999999999999999,0.04039859201992342,0.6126692650301679,0.34693214294998553
0.11,0.0401771099016715,0.6123328223805033,0.3474900677178307
0.12,0.039957723136655,0.6119831931755781,0.3480590836877839
0.13,0.03974040373790003,0.6116199735439097,0.3486396227182081
0.14,0.03952512401936415,0.6112427389787165,0.34923213700189015
0.15000000000000002,0.03931185658882949,0.6108510431077276,0.34983710030355164
0.16,0.03910057434045176,0.6104444163727369,0.35045500928692025
0.17,0.03889125044703677,0.6100223646129804,0.35108638493999866
0.18000000000000002,0.03868385835193377,0.6095843675421924,0.35173177410586115
0.19,0.038478371760561354,0.6091298771108261,0.35239175112856735
0.2,0.038274764631563214,0.608658315743799,0.3530669196245791
0.21000000000000002,0.03807301116753579,0.6081690744420242,0.353757914390431
0.22,0.037873085805306926,0.607661510735669,0.3544654034590167
0.23,0.03767496320574957,0.6071349464760724,0.355190090318261
0.24000000000000002,0.037478618243048496,0.60658866545045,0.3559327163064934
0.25,0.03728402599344616,0.606021910804522,0.35669406320198394
0.26,0.037091161723336735,0.6054338822529618,0.3574749560236967
0.27,0.0369000008767175,0.6048237330589729,0.3582762660643522
0.28,0.036710519061914096,0.6041905667601393,0.35909891417786305
0.29000000000000004,0.03652269203752966,0.603533433616226,0.3599438743462872
0.3,0.03633649569747754,0.6028513267496866,0.36081217755282124
0.31,0.03615190605513319,0.6021431779513857,0.361704915993551
0.32,0.03596889922637279,0.6014078531137802,0.3626232476598457
0.33,0.03578745141151672,0.6006441472568366,0.3635684013316756
0.34,0.03560753887595559,0.5998507791013578,0.3645416820225974
0.35000000000000003,0.035429137929419326,0.5990263851448683,0.3655444769257266
0.36000000000000004,0.035252224903645664,0.5981695131841724,0.3665782619121633
