pi2,lambda
0.0,0.4050561594964391
0.0,0.40385743018661563
0.0,0.40265378142387975
0.0,0.40144518230291026
0.0,0.4002316016446645
0.01,0.3940878654255384
0.01,0.3965606547192951
0.01,0.39532683080555714
0.01,0.3990130080143862
0.01,0.39778936969999623
0.02,0.3814080656198814
0.03,0.3681761231412755
0.04,0.35435435435474194
0.05,0.339901477833174
0.06,0.32477216238547163
0.07,0.30891650316074665
0.08,0.29227941176434796
0.09,0.2747999029827873
0.1,0.2564102564107214
0.11,0.23703502579512642
0.12,0.21658986175181447
0.13,0.1949801040696514
0.14,0.17209908735270574
0.15,0.1478260869562958
0.16,0.1220238095224513
0.17,0.09453530115842287
0.18,0.06518010291701296
0.19,0.03374942210035705
0.191,0.03048317438797826
0.192,0.02719350961541841
0.193,0.023880159168219495
0.194,0.0205428500595823
0.195,0.01718130481871683
0.196,0.013795241415208728
0.197,0.01038437315457291
0.198,0.0069484085594007945
0.199,0.0034870512829219347
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
