pi1,pi2
0.01,
0.02,
0.03,
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.321,
0.322,
0.323,
0.324,
0.325,0.0016619198712456518
0.326,0.003456796306079237
0.327,0.005251675874303966
0.328,0.0070465586875694125
0.329,0.008841444756680372
0.33,0.010636334070832046
0.34,0.028585403622270328
0.35,0.04653479196564415
0.36,0.06448449594955434
0.37,0.08243451259908019
0.38,0.100384838928496
0.39,0.11833547200249868
0.4,0.13628640891819938
0.41,0.1542376468087252
0.42,0.17218918285762588
0.43,0.19014101425925564
0.44,0.20809313827279757
0.45,0.2260455521754431
0.46,0.24399825328039904
0.47,0.2619512389368887
0.48,0.2799045065229479
0.49,0.29785805345983174
0.5,0.3158118771868035
0.51,0.3337659751863453
0.52,0.35172034496975224
0.53,0.3696749840699289
0.54,0.38762989006299925
0.55,0.4055850605502984
0.56,0.42354049315837244
0.57,0.44149618554258063
0.58,0.4594521353978995
0.59,0.4774083404301103
0.6,0.4953647983846123
0.61,0.5133215070320155
0.62,0.5312784641681414
0.63,0.5492356676104209
0.64,0.5671931152123013
0.65,0.5851508048488387
0.66,0.6031087344094965
0.67,0.6210669018269569
0.68,0.6390253050447061
0.69,0.6569839420350448
0.7,0.6749428107918819
0.71,0.6929019093379392
0.72,0.7108612357103463
0.73,0.728820787978645
0.74,0.746780564219582
0.75,0.7647405625531224
0.76,0.7827007811028331
0.77,0.8006612180210941
0.78,0.8186218714818946
0.79,0.8365827396736302
0.8,0.8545438208171109
0.81,0.8725051131403498
0.82,0.8904666149001735
0.83,0.9084283243642124
0.84,0.9263902398325121
0.85,0.944352359612321
0.86,0.9623146820324971
0.87,0.9802772054435079
0.88,
0.89,
0.9,
0.91,
0.92,
0.93,
0.94,
0.95,
0.96,
0.97,
0.98,
0.99,
