pi2,lambda
0.0,0.31323041988560646
0.0,0.3120236477117553
0.0,0.31081265120800866
0.0,0.3095974082641503
0.0,0.30837789661149334
0.01,0.30715409383368575
0.01,0.30592597734870147
0.01,0.3046935244232476
0.01,0.3034567121547559
0.01,0.30221551749659425
0.02,0.28955734898468327
0.03,0.2764343290673332
0.04,0.2628205128192546
0.05,0.24868799729144617
0.06,0.23400673400834598
0.07,0.21874431962849217
0.08,0.20286576168931836
0.09,0.18633321592092822
0.1,0.16910569105543796
0.11,0.151138716356168
0.12,0.13238396624458648
0.13,0.11278883550611192
0.14,0.09229595728451438
0.15,0.07084265473486379
0.16,0.04836031548340561
0.17,0.02477367593581198
0.17099999999999999,0.022351159702419684
0.172,0.019916692920486798
0.173,0.017470187624558903
0.174,0.015011554992000995
0.175,0.012540705328591108
0.176,0.010057548061317131
0.177,0.007561991720368782
0.178,0.005053943942739226
0.179,0.0025333114362090865
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
