pi1,pi2
0.01,
0.02,
0.03,
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.171,
0.172,0.00037212317221004394
0.173,0.001023483325204773
0.174,0.0016750265006568329
0.175,0.0023267515244449434
0.176,0.002978657240455821
0.177,0.0036307424889745806
0.178,0.0042830061318959315
0.179,0.004935447041919381
0.18,0.005588064095346038
0.19,0.012123683604717994
0.2,0.018675759475497215
0.21,0.025243326986972164
0.22,0.03182550221670369
0.23,0.038421473180591435
0.24,0.0450304922154919
0.25,0.051651869316260327
0.26,0.05828496634437937
0.27,0.06492919194970455
0.28,0.07158399708287191
0.29,0.07824887107315653
0.3,0.0849233381205153
0.31,0.09160695420541483
0.32,0.09829930431920171
0.33,0.10500000000060906
0.34,0.11170867713157767
0.35,0.11842499395277507
0.36,0.12514862928080395
0.37,0.13187928089468587
0.38,0.1386166640880184
0.39,0.14536051035799316
0.4,0.15211056619165672
0.41,0.15886659200343925
0.42,0.16562836112670645
0.43,0.17239565892056324
0.44,0.17916828193428264
0.45,0.18594603717257968
0.46,0.19272874137889298
0.47,0.1995162204123085
0.48,0.2063083086532953
0.49,0.2131048484778724
0.5,0.21990568974618147
0.51,0.2267106893522871
0.52,0.23351971079918804
0.53,0.2403326237918367
0.54,0.24714930389498688
0.55,0.2539696321802374
0.56,0.2607934949162945
0.57,0.267620783270039
0.58,0.27445139304360977
0.59,0.2812852244222914
0.6,0.28812218172240295
0.61,0.2949621731896078
0.62,0.3018051107792164
0.63,0.3086509099725043
0.64,0.31549948958942986
0.65,0.3223507716121551
0.66,0.32920468104818523
0.67,0.3360611457610936
0.68,0.3429200963372621
0.69,0.3497814659490212
0.7,0.35664519025020264
0.71,0.3635112072320762
0.72,0.37037945713330933
0.73,0.3772498823211145
0.74,0.3841224272084125
0.75,0.39099703815658926
0.76,0.397873663381854
0.77,0.4047522528796059
0.78,0.41163275834519886
0.79,0.4185151330947065
0.8,0.4253993320072964
0.81,0.4322853114459947
0.82,0.4391730292000609
0.83,0.44606244443096393
0.84,0.45295351760395103
0.85,0.4598462104484314
0.86,0.46674048588954437
0.87,0.47363630802294965
0.88,0.4805336420427941
0.89,0.48743245422370457
0.9,0.4943327118523573
0.91,0.501234383213071
0.92,0.5081374375301825
0.93,0.5150418449500371
0.94,0.5219475764833648
0.95,0.5288546039944738
0.96,0.5357629001616336
0.97,0.5426724384446615
0.98,0.5495831930561085
0.99,0.5564951389396499
