pi1,pi2
0.01,
0.02,
0.021,
0.022,
0.023,0.0006533302646299515
0.024,0.0024372460612180277
0.025,0.004221312224565132
0.026,0.00600552649646868
0.027,0.007789886679953274
0.028,0.009574390617661096
0.029,0.011359036191851924
0.03,0.013143821335207929
0.04,0.03099892297127405
0.05,0.048865989486643245
0.06,0.06674351978526694
0.07,0.0846302645732903
0.08,0.10252517388015307
0.09,0.12042735754544655
0.1,0.13833605498348994
0.11,0.15625061172611612
0.12,0.17417046101129696
0.13,0.19209510916065187
0.14,0.21002412387425054
0.15,0.22795712471879034
0.16,0.24589377539496288
0.17,0.263833777369827
0.18,0.28177686460766976
0.19,0.29972279916164857
0.2,0.3176713674929578
0.21,0.3356223773446404
0.22,0.35357565511962313
0.23,0.37153104362611716
0.24,0.389488400136355
0.25,0.40744759475506664
0.26,0.42540850896443266
0.27,0.443371034392339
0.28,0.461335071739099
0.29,0.4793005298230302
0.3,0.49726732476649316
0.31,0.515235379261165
0.32,0.5332046219305562
0.33,0.5511749867609584
0.34,0.569146412608025
0.35,0.5871188427501733
0.36,0.6050922244816035
0.37,0.623066508766544
0.38,0.6410416499187122
0.39,0.6590176053275895
0.4,0.6769943351811007
0.41,0.6949718022567198
0.42,0.7129499716981715
0.43,0.7309288108353511
0.44,0.7489082890186508
0.45,0.7668883774460836
0.46,0.7848690490516329
0.47,0.8028502783503837
0.48,0.8208320413376787
0.49,0.8388143153738664
0.5,0.8567970791014646
0.51,0.874780312333511
0.52,0.8927639960031402
0.53,0.9107481120519351
0.54,0.9287326433903076
0.55,0.9467175738290707
0.56,0.9647028880038028
0.57,0.9826885713424344
0.58,
0.59,
0.6,
0.61,
0.62,
0.63,
0.64,
0.65,
0.66,
0.67,
0.68,
0.69,
0.7,
0.71,
0.72,
0.73,
0.74,
0.75,
0.76,
0.77,
0.78,
0.79,
0.8,
0.81,
0.82,
0.83,
0.84,
0.85,
0.86,
0.87,
0.88,
0.89,
0.9,
0.91,
0.92,
0.93,
0.94,
0.95,
0.96,
0.97,
0.98,
0.99,
