pi2,lambda
0.0,0.206697879925864
0.0,0.20505537721950293
0.0,0.2034057778395986
0.0,0.20174903396411953
0.0,0.20008509733163862
0.01,0.1984139192269276
0.01,0.1967354504845583
0.01,0.19504964147809786
0.01,0.19335644211290548
0.01,0.19165580182613262
0.02,0.17422867513649273
0.03,0.15599810336680614
0.04,0.13690476190364853
0.05,0.11688311688324567
0.06,0.09586056644781335
0.07,0.07375643224740963
0.08,0.05048076923031176
0.09,0.025932953827005806
0.09100000000000001,0.023403971236450043
0.09214285714285715,0.020496604566555807
0.09328571428571429,0.017570822524703277
0.09442857142857143,0.014626440618982746
0.09557142857142858,0.01166327178594276
0.09671428571428572,0.008681126340167811
0.09785714285714286,0.005679811949067108
0.099,0.002659133560842597
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
