pi1,pi2
0.01,
0.02,
0.03,
0.04,
0.05,
0.06,
0.07,
0.071,
0.072,
0.073,
0.074,
0.076,0.003410002296725399
0.077,0.005180710882046499
0.078,0.006951508055898663
0.079,0.008722393360878813
0.08,0.010493366353990268
0.09,0.028207822569855438
0.1,0.04593057749653784
0.11,0.06366123318976027
0.12,0.08139941897655335
0.13,0.09914478903137931
0.14,0.11689702016475019
0.15,0.13465580991438036
0.16,0.15242087478400482
0.17,0.17019194870909754
0.18,0.18796878163784186
0.19,0.20575113828497715
0.2,0.22353879698649012
0.21,0.24133154867315937
0.22,0.25912919593774114
0.23,0.2769315521849918
0.24,0.29473844086452744
0.25,0.3125496947541059
0.26,0.33036515533654914
0.27,0.3481846721874728
0.28,0.3660081024638582
0.29,0.3838353103782189
0.3,0.40166616676640965
0.31,0.4195005486698398
0.32,0.4373383389284932
0.33,0.45517942583877635
0.34,0.4730237028293744
0.35,0.49087106814431003
0.36,0.5087214245620192
0.37,0.5265746791396385
0.38,0.544430742964492
0.39,0.5622895309307954
0.4,0.5801509615271595
0.41,0.5980149566349013
0.42,0.6158814413551684
0.43,0.6337503438288564
0.44,0.6516215950853448
0.45,0.6694951288840237
0.46,0.6873708815774359
0.47,0.7052487919852183
0.48,0.7231288012680482
0.49,0.7410108528015855
0.5,0.7588948920900357
0.51,0.7767808666400928
0.52,0.7946687258853068
0.53,0.8125584210852383
0.54,0.8304499052390201
0.55,0.8483431330097233
0.56,0.8662380606487249
0.57,0.8841346459236753
0.58,0.9020328480464647
0.59,0.9199326276156006
0.6,0.937833946551376
0.61,0.9557367680418476
0.62,0.9736410564888108
0.63,
0.64,
0.65,
0.66,
0.67,
0.68,
0.69,
0.7,
0.71,
0.72,
0.73,
0.74,
0.75,
0.76,
0.77,
0.78,
0.79,
0.8,
0.81,
0.82,
0.83,
0.84,
0.85,
0.86,
0.87,
0.88,
0.89,
0.9,
0.91,
0.92,
0.93,
0.94,
0.95,
0.96,
0.97,
0.98,
0.99,
