pi2,lambda
0.0,0.5561987760124236
0.0,0.5555776405468238
0.0,0.5549547681956909
0.0,0.55433015167299
0.0,0.5537037836602718
0.01,0.5530756567922667
0.01,0.5524457636712901
0.01,0.5518140968492351
0.01,0.5511806488419789
0.01,0.5505454121221797
0.02,0.5440929786733099
0.03,0.5374530682590198
0.04,0.5306174089067643
0.05,0.5235772357723741
0.06,0.5163232539463456
0.07,0.5088455978530126
0.08,0.5011337868464348
0.09,0.4931766766392302
0.1,0.48496240601331947
0.11,0.4764783383695727
0.12,0.46771099744286987
0.13,0.45864599653788274
0.14,0.44926796050403456
0.15,0.43956043956003915
0.16,0.429505813952373
0.17,0.4190851883167732
0.18,0.4082782743885645
0.19,0.3970632605851575
0.2,0.3854166666671209
0.21,0.37331318147534176
0.22,0.3607254814140363
0.23,0.3476240269532021
0.24,0.3339768339775029
0.25,0.31974921630075126
0.26,0.30490349504568076
0.27,0.2893986697423224
0.28,0.27319004524916657
0.29,0.25622880731192155
0.3,0.23846153846178567
0.31,0.2198296641507445
0.32,0.20026881720260367
0.33,0.17970810620577365
0.34,0.1580692704484824
0.35,0.1352657004819305
0.36,0.11120129870041723
0.37,0.08576914870897369
0.38,0.05884995507465209
0.39,0.030310206014005286
0.391,0.027361484419172796
0.392,0.02439491421441
0.393,0.021410333849992903
0.394,0.018407579820529266
0.395,0.015386486650552172
0.396,0.012346886862105652
0.397,0.009288610938728702
0.398,0.006211487296642467
0.399,0.003115342252335874
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
