pi2,lambda
0.0,0.09162577805992901
0.0,0.08949134386725936
0.0,0.08734662243091434
0.0,0.08519153802007134
0.0,0.08302601415477523
0.01,0.07425796750194781
0.01,0.07646602944987416
0.01,0.07203907203781487
0.01,0.08084997357712545
0.01,0.07866333827648728
0.02,0.04923599321051636
0.03,0.025254762960654556
0.031,0.02278825743793301
0.032,0.020308924485357798
0.033,0.017816662102043124
0.034,0.015311367203021887
0.035,0.01279293558322966
0.036,0.010261261917504753
0.037,0.007716239738978567
0.038,0.005157761421067637
0.039,0.0025857181702704005
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
