pi1,pi2
0.01,
0.02,
0.03,
0.04,
0.05,
0.051,
0.052,
0.053,
0.054,0.0013607590774882142
0.055,0.0031530048467729873
0.056,0.004945280574158396
0.057,0.006737586086767691
0.058,0.008529921204520915
0.059,0.010322285747338128
0.06,0.012114679538740972
0.07,0.030040188686357258
0.08,0.047968440278749504
0.09,0.06589928074373551
0.1,0.08383256808467245
0.11,0.10176817081078172
0.12,0.11970596693230291
0.13,0.13764584310691494
0.14,0.15558769387979854
0.15,0.1735314209669181
0.16,0.19147693267516425
0.17,0.20942414332249626
0.18,0.2273729727481247
0.19,0.24532334586951504
0.2,0.2632751922862111
0.21,0.28122844589446455
0.22,0.2991830445702938
0.23,0.31713892987055187
0.24,0.335096046748399
0.25,0.35305434331919994
0.26,0.3710137706228176
0.27,0.3889742824219237
0.28,0.40693583500751274
0.29,0.4248983870368293
0.3,0.44286189935689074
0.31,0.46082633486402397
0.32,0.4787916583850125
0.33,0.4967578365258308
0.34,0.5147248375816024
0.35,0.5326926314177484
0.36,0.5506611893655404
0.37,0.568630484153671
0.38,0.5866004898038066
0.39,0.6045711815693597
0.4,0.6225425358454508
0.41,0.6405145301184842
0.42,0.6584871428941171
0.43,0.6764603536396337
0.44,0.6944341427371237
0.45,0.712408491425858
0.46,0.7303833817554674
0.47,0.748358796546324
0.48,0.7663347193427222
0.49,0.7843111343876663
0.5,0.8022880265652452
0.51,0.8202653813826246
0.52,0.8382431849340303
0.53,0.8562214238683349
0.54,0.8742000853746511
0.55,0.8921791571355098
0.56,0.910158627312455
0.57,0.9281384845208325
0.58,0.946118717822586
0.59,0.9640993166722333
0.6,0.9820802709384767
0.61,
0.62,
0.63,
0.64,
0.65,
0.66,
0.67,
0.68,
0.69,
0.7,
0.71,
0.72,
0.73,
0.74,
0.75,
0.76,
0.77,
0.78,
0.79,
0.8,
0.81,
0.82,
0.83,
0.84,
0.85,
0.86,
0.87,
0.88,
0.89,
0.9,
0.91,
0.92,
0.93,
0.94,
0.95,
0.96,
0.97,
0.98,
0.99,
