pi2,lambda
0.0,0.8590402744893477
0.0,0.8587039505892625
0.0,0.8583660168284398
0.0,0.858026461602528
0.0,0.8576852732063299
0.01,0.8573424398193975
0.01,0.8569979495096336
0.01,0.8566517902260874
0.01,0.8563039498061592
0.01,0.8559544159539901
0.02,0.8523631483094013
0.03,0.8485880838817004
0.04,0.8446147296707628
0.05,0.8404270262690186
0.06,0.8360071301231824
0.07,0.8313351584365968
0.08,0.8263888888895153
0.09,0.8211434046619009
0.1,0.8155706727149956
0.11,0.8096390401293057
0.12,0.8033126293997281
0.13,0.7965506080348721
0.14,0.7893063009357768
0.15,0.7815261044165649
0.16,0.773148148149179
0.17,0.7641006336665204
0.18,0.7542997542985513
0.19,0.7436470675897183
0.2,0.732026143791364
0.21,0.7192982456140494
0.22,0.7052966945451403
0.23,0.6898194305971251
0.24,0.6726190476195449
0.25,0.6533892382957172
0.26,0.6317460317459046
0.27,0.6072013093274057
0.28,0.5791245791245933
0.29,0.5466863759559558
0.3,0.5087719298246756
0.31,0.4638447971775674
0.32,0.4097222222231964
0.33,0.3431855500823952
0.34,0.2592592592585582
0.35,0.1497584541059211
0.351,0.13692349186447625
0.352,0.12367724867871889
0.353,0.10999860937124552
0.354,0.09586491158254305
0.355,0.08125179443179806
0.356,0.06613302839896851
0.357,0.05048032343158842
0.358,0.0342631119340202
0.359,0.01744830256214602
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
