pi2,lambda
0.0,0.6241722708220634
0.0,0.6233408525006069
0.0,0.6225057201238038
0.0,0.6216668485560947
0.0,0.6208242124314178
0.01,0.6199777861424038
0.01,0.6191275438583851
0.01,0.618273459503784
0.01,0.6174155067725222
0.01,0.6165536591064079
0.02,0.6077149395221907
0.03,0.5984555984554987
0.04,0.5887445887433788
0.05,0.578547698148465
0.06,0.5678271308531724
0.07,0.5565410199544572
0.08,0.54464285714341
0.09,0.532080822404457
0.1,0.518796992481141
0.11,0.5047264012765621
0.12,0.4897959183658654
0.13,0.4739229024952296
0.14,0.457013574660354
0.15,0.43896103895936844
0.16,0.419642857142794
0.17,0.3989180524937424
0.18,0.3766233766228676
0.19,0.3525686136531424
0.2,0.32653061224422897
0.21,0.2982456140353019
0.22,0.2673992673978075
0.23,0.23361344537776463
0.24,0.1964285714284373
0.25,0.15527950310690863
0.26,0.10946196660466205
0.27,0.05808477237053029
0.271,0.052599786994477975
0.272,0.047046703297297494
0.273,0.0414241698041683
0.274,0.03573079717305776
0.275,0.029965156793699113
0.276,0.024125779343350317
0.277,0.018211153259716048
0.278,0.012219723141837693
0.279,0.0061498881041626595
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
