pi2,lambda
0.0,0.5073302404807564
0.0,0.5066309851078984
0.0,0.5059297484558026
0.0,0.5052265221147352
0.0,0.5045212976281419
0.01,0.5038140664926474
0.01,0.5031048201544539
0.01,0.5023935500129431
0.01,0.5016802474206757
0.01,0.5009649036725871
0.02,0.4936972531299945
0.03,0.486215538848529
0.04,0.4785101913363786
0.05,0.4705710636753689
0.06,0.4623873873869684
0.07,0.4539477242356906
0.08,0.44523991345126157
0.09,0.43625101393736293
0.1,0.4269672407970496
0.11,0.4173738956346068
0.12,0.4074552898090755
0.13,0.3971946598470985
0.14,0.3865740740750675
0.15,0.375574329332466
0.16,0.36417483660309263
0.17,0.35235349406950095
0.18,0.3400865460275604
0.19,0.3273484257090743
0.2,0.31411157993432914
0.21,0.3003462730086304
0.22,0.28602036701035566
0.23,0.27109907505621084
0.24,0.2555446836251484
0.25,0.2393162393164969
0.26,0.22236919459307905
0.27,0.20465500619571844
0.28,0.186120678658572
0.29,0.16670824394289976
0.3,0.14635416666540255
0.31,0.12498866213184526
0.32,0.10253491196281489
0.33,0.07890815900828553
0.34,0.05401465933632807
0.35,0.027750464327190593
0.351,0.025044316167213487
0.352,0.02232319380827167
0.353,0.019586973474211664
0.354,0.016835530027475554
0.355,0.01406873694749144
0.356,0.011286466323470148
0.357,0.00848858881478773
0.358,0.005674973658188619
0.359,0.0028454886209648414
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
