pi2,lambda
0.0,0.32896553880269097
0.0,0.3279517494055001
0.0,0.3269349216237435
0.0,0.32591504188659604
0.0,0.3248920965403959
0.01,0.31973090200766935
0.01,0.3218047290647072
0.01,0.32076938309614517
0.01,0.3238660718450428
0.01,0.32283695398840456
0.02,0.3091705042928098
0.03,0.29828047739855135
0.04,0.2870452742195734
0.05,0.2754483611617791
0.06,0.2634721391196121
0.07,0.2510978567207383
0.08,0.2383055150421428
0.09,0.22507376273516824
0.1,0.21137978043939706
0.11,0.19719915323202244
0.12,0.18250572956401973
0.13,0.16727146508400773
0.14,0.15146624936892208
0.15,0.13505771337172642
0.16,0.11801101505784085
0.17,0.10028860028777938
0.18,0.08184993555689357
0.19,0.06265120870249394
0.2,0.042644992975506224
0.21,0.021779869236336027
0.211,0.019644007935266435
0.212,0.01749894481162091
0.213,0.015344620961247496
0.214,0.013180976986575168
0.215,0.01100795298580906
0.216,0.008825488549328825
0.217,0.006633522745282273
0.218,0.00443199412318694
0.219,0.0022208407103285134
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
