pi1,pi2
0.001,0.0006000000000000001
0.002,0.0012000000000000001
0.003,0.0018
0.004,0.0024000000000000002
0.005,0.003
0.006,0.0036
0.007,0.0042
0.008,0.0048000000000000004
0.009,0.005399999999999999
0.01,0.006
0.02,0.012
0.03,0.018000000000000002
0.04,0.024
0.05,0.030000000000000002
0.06,0.036000000000000004
0.07,0.04200000000000001
0.08,0.048
0.09,0.054
0.1,0.060000000000000005
0.11,0.066
0.12,0.07200000000000001
0.13,0.078
0.14,0.08400000000000002
0.15,0.09
0.16,0.096
0.17,0.10200000000000001
0.18,0.108
0.19,0.114
0.2,0.12000000000000001
0.21,0.126
0.22,0.132
0.23,0.138
0.24,0.14400000000000002
0.25,0.15
0.26,0.156
0.27,0.162
0.28,0.16800000000000004
0.29,0.174
0.3,0.18
0.31,0.186
0.32,0.192
0.33,0.198
0.34,0.20400000000000001
0.35,0.21
0.36,0.216
0.37,0.222
0.38,0.228
0.39,0.234
0.4,0.24000000000000002
0.41,0.246
0.42,0.252
0.43,0.258
0.44,0.264
0.45,0.26999999999999996
0.46,0.276
0.47,0.282
0.48,0.28800000000000003
0.49,0.294
0.5,0.3
0.51,0.306
0.52,0.312
0.53,0.318
0.54,0.324
0.55,0.33
0.56,0.3360000000000001
0.57,0.34199999999999997
0.58,0.348
0.59,0.354
0.6,0.36
0.61,0.366
0.62,0.372
0.63,0.378
0.64,0.384
0.65,0.39
0.66,0.396
0.67,0.402
0.68,0.40800000000000003
0.69,0.4139999999999999
0.7,0.42
0.71,0.426
0.72,0.432
0.73,0.438
0.74,0.444
0.75,0.45
0.76,0.456
0.77,0.46199999999999997
0.78,0.468
0.79,0.47400000000000003
0.8,0.48000000000000004
0.81,0.48600000000000004
0.82,0.492
0.83,0.498
0.84,0.504
0.85,0.51
0.86,0.516
0.87,0.522
0.88,0.528
0.89,0.534
0.9,0.5399999999999999
0.91,0.5459999999999999
0.92,0.552
0.93,0.558
0.94,0.564
0.95,0.57
0.96,0.5760000000000001
0.97,0.5820000000000001
0.98,0.588
0.99,0.594
