pi2,lambda
0.0,0.42876579684873983
0.0,0.4279225048440687
0.0,0.42707673847244154
0.0,0.4262284868966466
0.0,0.4253777392146439
0.01,0.42452448445956426
0.01,0.42366871160691305
0.01,0.4228104095637655
0.01,0.4219495671687661
0.01,0.4210861732029339
0.02,0.41230938036222076
0.03,0.4032645808081214
0.04,0.39393939393956273
0.05,0.3843206691299999
0.06,0.37439442524216265
0.07,0.3641457843478279
0.08,0.35355889901513754
0.09,0.3426168724503436
0.1,0.33130167065120636
0.11,0.3195940256176222
0.12,0.30747332854620485
0.13,0.2949175118022842
0.14,0.28190291826829933
0.15,0.2684041564190572
0.16,0.25439393939508387
0.17,0.23984290583027704
0.18,0.2247194201432407
0.19,0.20898934935699837
0.2,0.19261581330649177
0.21,0.1755589043729499
0.22,0.15777537240520206
0.23,0.1392182696524372
0.24,0.11983654974416086
0.25,0.09957461356817678
0.26,0.07837179382054005
0.27,0.056161768251052985
0.28,0.03287189001435795
0.29,0.008422421109203925
0.291,0.005910394169727391
0.292,0.0033858092468245825
0.293,0.0008485730482761199
0.294,
0.295,
0.296,
0.297,
0.298,
0.299,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
