pi2,lambda
0.0,0.1505710383731352
0.0,0.1489618211010631
0.0,0.14734622173070108
0.0,0.14572420042836418
0.0,0.14409571701101193
0.01,0.14246073094264755
0.01,0.14081920133431736
0.01,0.1391710869369077
0.01,0.1375163461375435
0.01,0.13585493695958842
0.02,0.11886457717338077
0.03,0.1011583011577171
0.04,0.08268733850057082
0.05,0.06339814032159669
0.06,0.043231750530185103
0.07,0.022123071203708725
0.07100000000000001,0.01995766725365195
0.07214285714285715,0.017470408996842587
0.07328571428571429,0.014969695454227444
0.07442857142857143,0.012455410114078259
0.07557142857142858,0.009927435049238377
0.07671428571428572,0.007385650873903523
0.07785714285714286,0.004829936736418622
0.079,0.002260170279660219
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
