pi1,pi2
0.001,3.3412187720311587e-06
0.002,1.323277637283639e-05
0.003,2.9483119113036395e-05
0.004,5.190905165854718e-05
0.005,8.033525537233855e-05
0.006,0.00011459382370816074
0.007,0.00015452385522985517
0.008,0.00019997104663066568
0.009,0.0002507873397765342
0.01,0.00030683057955419426
0.02,0.0011271180692037737
0.03,0.002347652169001256
0.04,0.0038888256265447695
0.05,0.005692416746077427
0.06,0.007714508994171752
0.07,0.00992113965944491
0.08,0.012285497505987873
0.09,0.01478604762244595
0.1,0.017405236067314128
0.11,0.0201285705607876
0.12,0.02294395274470204
0.13,0.02584118338405569
0.14,0.028811589133303
0.15,0.031847736655830974
0.16,0.034943210585379636
0.17,0.038092438862896004
0.18,0.0412905539056968
0.19,0.04453328100471955
0.2,0.04781684790637933
0.21,0.05113791083212319
0.22,0.05449349354297649
0.23,0.057880936758686226
0.24,0.06129785590015974
0.25,0.06474210559210475
0.26,0.0682117496220921
0.27,0.07170503544123447
0.28,0.07522037236370767
0.29,0.07875631288165488
0.3,0.08231153654442958
0.31,0.08588483602400869
0.32,0.08947510499561204
0.33,0.09308132758861883
0.34,0.09670256913766133
0.35,0.10033796807542554
0.36,0.10398672879788336
0.37,0.1076481153542914
0.38,0.11132144585750903
0.39,0.11500608754260463
0.4,0.11870145232608408
0.41,0.1224069928873509
0.42,0.12612219913553763
0.43,0.12984659504370039
0.44,0.1335797358287668
0.45,0.13732120537279116
0.46,0.14107061392873546
0.47,0.14482759603514417
0.48,0.1485918086325076
0.49,0.15236292934890067
0.5,0.15614065492968612
0.51,0.15992469985450003
0.52,0.16371479501546557
0.53,0.1675106865538756
0.54,0.17131213479051885
0.55,0.17511891321723136
0.56,0.1789308076217083
0.57,0.1827476152267217
0.58,0.1865691439589959
0.59,0.19039521171808294
0.6,0.1942256457496843
0.61,0.19806028204418388
0.62,0.20189896477479843
0.63,0.2057415458041588
0.64,0.20958788420169547
0.65,0.21343784580784483
0.66,0.21729130283427223
0.67,0.22114813347850037
0.68,0.22500822158535938
0.69,0.2288714563084362
0.7,0.23273773181834526
0.71,0.23660694701460053
0.72,0.24047900526269872
0.73,0.2443538141528123
0.74,0.24823128526208366
0.75,0.25211133394573254
0.76,0.25599387913536703
0.77,0.2598788431553007
0.78,0.26376615152806776
0.79,0.26765573284116256
0.8,0.27154751855255443
0.81,0.275441442879037
0.82,0.27933744264496224
0.83,0.28323545714897996
0.84,0.287135428048788
0.85,0.29103729925308286
0.86,0.2949410167955052
0.87,0.2988465287554033
0.88,0.3027537851497862
0.89,0.30666273784328285
0.9,0.3105733404617043
0.91,0.31448554832361314
0.92,0.31839931834668206
0.93,0.3223146089864661
0.94,0.3262313801715749
0.95,0.33014959322443616
0.96,0.3340692108144766
0.97,0.33799019689689286
0.98,0.3419125166550273
0.99,0.3458361364427419
