pi2,lambda
0.0,0.43946449483141203
0.0,0.4377417454339545
0.0,0.43600811666473166
0.0,0.4342635013185473
0.0,0.4325077907171508
0.01,0.4307408746588155
0.01,0.42896264139672874
0.01,0.4271729776245852
0.01,0.4253717684225635
0.01,0.4235588972429194
0.02,0.4047619047615968
0.03,0.38465708864173437
0.04,0.3630952380935242
0.05,0.339901477833174
0.06,0.31486880466411216
0.07,0.28774928774773184
0.08,0.2582417582407019
0.09,0.2259740259748233
0.1,0.19047619047739914
0.11,0.151138716356168
0.12,0.10714285714125406
0.13,0.05733722060289729
0.131,0.05197777051292943
0.132,0.046541693601795636
0.133,0.041026750305186085
0.134,0.03543058882936401
0.135,0.029750737069177365
0.136,0.023984593838165334
0.137,0.01812941925589045
0.138,0.012182324224066335
0.139,0.006140258894237572
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
