pi2,lambda
0.0,0.1600325148700337
0.0,0.15829396500196774
0.0,0.15654902338692822
0.0,0.15479765692261852
0.0,0.1530398322834428
0.01,0.151275515924108
0.01,0.14950467406881843
0.01,0.14772727272568253
0.01,0.14594327767230647
0.01,0.14415265444859074
0.02,0.1258741258752992
0.03,0.10689310689367577
0.04,0.08717105263277497
0.05,0.06666666666843142
0.06,0.04533565823947002
0.07,0.02313047383853904
0.07100000000000001,0.020859940401655352
0.07214285714285715,0.018253650673090194
0.07328571428571429,0.015635130274417583
0.07442857142857143,0.013004298537022696
0.07557142857142858,0.010361074118791693
0.07671428571428572,0.0077053749789005345
0.07785714285714286,0.005037118388619757
0.079,0.0023562209061032957
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
