pi1,pi2
0.01,
0.02,
0.03,
0.04,
0.041,
0.042,
0.043,
0.044,
0.045,
0.046,
0.047,0.0012418735209150675
0.048,0.003006789935459186
0.049,0.0047718796625496815
0.05,0.006537141236335752
0.06,0.024198897792888228
0.07,0.041876349599333756
0.08,0.05956829192080059
0.09,0.07727365156361793
0.1,0.09499146824784589
0.11,0.11272087919963467
0.12,0.13046110631152436
0.13,0.14821144537366351
0.14,0.16597125696896736
0.15,0.18373995875128882
0.16,0.20151701883648485
0.17,0.2193019501443042
0.18,0.23709430551101746
0.19,0.25489367345033515
0.2,0.2726996744761751
0.21,0.29051195787562967
0.22,0.3083301988889138
0.23,0.3261540962386679
0.24,0.3439833699221779
0.25,0.3618177592809179
0.26,0.37965702126458
0.27,0.3975009289148002
0.28,0.41534926996413707
0.29,0.4332018456439427
0.3,0.45105846954625634
0.31,0.46891896665857724
0.32,0.4867831724454555
0.33,0.5046509320669463
0.34,0.5225220996150701
0.35,0.5403965374799315
0.36,0.5582741157194399
0.37,0.5761547115190682
0.38,0.594038208705639
0.39,0.6119244972539034
0.4,0.6298134729047733
0.41,0.6477050367439332
0.42,0.6655990948812983
0.43,0.6834955581016593
0.44,0.7013943415801559
0.45,0.7192953645977513
0.46,0.737198550289119
0.47,0.7551038254085395
0.48,0.7730111201174069
0.49,0.7909203677645291
0.5,0.8088315047204567
0.51,0.8267444701865965
0.52,0.8446592060475464
0.53,0.8625756567090245
0.54,0.8804937689682099
0.55,0.8984134918696798
0.56,0.9163347765937592
0.57,0.9342575763484736
0.58,0.9521818462434932
0.59,0.9701075432108967
0.6,0.9880346258935225
0.61,
0.62,
0.63,
0.64,
0.65,
0.66,
0.67,
0.68,
0.69,
0.7,
0.71,
0.72,
0.73,
0.74,
0.75,
0.76,
0.77,
0.78,
0.79,
0.8,
0.81,
0.82,
0.83,
0.84,
0.85,
0.86,
0.87,
0.88,
0.89,
0.9,
0.91,
0.92,
0.93,
0.94,
0.95,
0.96,
0.97,
0.98,
0.99,
