pi2,lambda
0.0,0.5378987022776265
0.0,0.5369420948809942
0.0,0.5359815043283416
0.0,0.5350169055885555
0.0,0.5340482734108253
0.01,0.5330755823282441
0.01,0.532098806672216
0.01,0.5311179205400406
0.01,0.5301328978201252
0.01,0.5291437121667727
0.02,0.5190169356215194
0.03,0.5084431415358107
0.04,0.49739190548117207
0.05,0.4858299595126791
0.06,0.47372084928592706
0.07,0.4610245397647749
0.08,0.44769696029616995
0.09,0.4336894776782035
0.1,0.41894828335524115
0.11,0.4034136777765956
0.12,0.38701923077015465
0.13,0.36969079170771935
0.14,0.35134531651102424
0.15,0.33188946975230543
0.16,0.31121794871862835
0.17,0.2892114608835353
0.18,0.26573426573287917
0.19,0.24063116370919146
0.2,0.21372377622450095
0.21,0.18480590616691758
0.22,0.15363769022201074
0.23,0.11993814078600792
0.24,0.08337550607352688
0.25,0.04355461889595418
0.251,0.03937582685502823
0.252,0.035159256154535176
0.253,0.030904370710867504
0.254,0.026610623704051012
0.255,0.022277457289616893
0.256,0.017904302314075426
0.257,0.013490577990772067
0.258,0.00903569159735311
0.259,0.004539038133613801
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
