pi1,pi2
0.01,
0.02,
0.03,
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.261,
0.262,
0.263,
0.264,
0.265,
0.266,
0.267,
0.268,9.434058458344694e-05
0.269,0.00075477879120384
0.27,0.0014153113489137248
0.28,0.008025744872211188
0.29,0.01464521367654437
0.3,0.021273373377015105
0.31,0.027909898345852925
0.32,0.03455448036541701
0.33,0.0412068274252621
0.34,0.04786666258043171
0.35,0.054533722961018216
0.36,0.06120775881053608
0.37,0.06788853263954601
0.38,0.07457581844770958
0.39,0.0812694009710551
0.4,0.08796907504089282
0.41,0.09467464494993366
0.42,0.10138592389404136
0.43,0.10810273342118767
0.44,0.11482490297404957
0.45,0.12155226940739462
0.46,0.1282846765847022
0.47,0.13502197498198745
0.48,0.1417640213168366
0.49,0.1485106782134583
0.5,0.1552618138857429
0.51,0.16201730184193117
0.52,0.16877702061089303
0.53,0.17554085346480433
0.54,0.18230868820665244
0.55,0.18908041692172586
0.56,0.19585593576512025
0.57,0.20263514477805633
0.58,0.20941794767898758
0.59,0.21620425170873123
0.6,0.22299396744318534
0.61,0.2297870086492645
0.62,0.2365832921408363
0.63,0.24338273762385204
0.64,0.25018526758109616
0.65,0.2569908071461299
0.66,0.2637992839772351
0.67,0.2706106281529688
0.68,0.27742477207131727
0.69,0.28424165033444543
0.7,0.29106119968026667
0.71,0.29788335886719114
0.72,0.30470806861289906
0.73,0.3115352715006989
0.74,0.3183649118966906
0.75,0.32519693590294463
0.76,0.33203129125665803
0.77,0.338867927294137
0.78,0.34570679486796174
0.79,0.35254784630376584
0.8,0.35939103532460337
0.81,0.36623631701853465
0.82,0.37308364777379743
0.83,0.3799329852355869
0.84,0.38678428825203276
0.85,0.39363751684538606
0.86,0.40049263215079167
0.87,0.40734959638747575
0.88,0.4142083728227303
0.89,0.4210689257250911
0.9,0.4279312203283228
0.91,0.43479522281341093
0.92,0.4416609002581385
0.93,0.4485282206190794
0.94,0.4553971526847762
0.95,0.46226766607574143
0.96,0.4691397311832293
0.97,0.4760133191728384
0.98,0.4828884019412914
0.99,0.4897649520912245
