pi2,lambda
0.0,0.07535829865948629
0.0,0.07161189777006967
0.0,0.06784223552480076
0.0,0.06404911538442115
0.0,0.060232338681127345
0.01,0.040786501925796394
0.01,0.04863805025980523
0.01,0.04472461739322532
0.01,0.05639170461136765
0.01,0.05252701019622458
0.011,0.03682349190341618
0.012,0.032835373041747884
0.013,0.028821928715415328
0.013999999999999999,0.02478293991478379
0.015,0.020718185209943982
0.016,0.016627440725500934
0.017,0.012510480108159505
0.018,0.008367074490708455
0.019,0.004196992456004442
0.02,
0.03,
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
