pi1,pi2
0.01,
0.02,
0.03,
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.301,
0.302,
0.303,
0.304,
0.305,
0.306,0.00025072789898633027
0.307,0.0008149797276934348
0.308,0.0013793886113289459
0.309,0.001943953494624351
0.31,0.002508673325912737
0.32,0.008164169848991544
0.33,0.013834075815097754
0.34,0.019517486560183452
0.35,0.025213573060983343
0.36,0.030921574072724032
0.37,0.036640789196045964
0.38,0.042370572837121846
0.39,0.0481103288628837
0.4,0.053859505875725
0.41,0.05961759302844251
0.42,0.06538411632179256
0.43,0.0711586352874184
0.44,0.07694074002733574
0.45,0.08273004858476542
0.46,0.08852620457067975
0.47,0.09432887502085106
0.48,0.100137748497809
0.49,0.10595253333326024
0.5,0.1117729561010105
0.51,0.1175987601583169
0.52,0.12342970439253151
0.53,0.12926556203977696
0.54,0.1351061196224746
0.55,0.14095117598051443
0.56,0.14680054138886336
0.57,0.1526540367544086
0.58,0.15851149285241864
0.59,0.16437274968545862
0.6,0.17023765581709477
0.61,0.17610606784245872
0.62,0.18197784981919576
0.63,0.1878528728208656
0.64,0.19373101445072735
0.65,0.19961215846717265
0.66,0.20549619436233882
0.67,0.2113830170415664
0.68,0.21727252647404433
0.69,0.22316462739387685
0.7,0.22905922901915934
0.71,0.23495624478906077
0.72,0.2408555921225173
0.73,0.24675719218412806
0.74,0.2526609696788638
0.75,0.2585668526539795
0.76,0.26447477230452754
0.77,0.27038466281848905
0.78,0.27629646120029533
0.79,0.28221010712676475
0.8,0.2881255428138424
0.81,0.2940427128653339
0.82,0.29996156416485686
0.83,0.30588204576059014
0.84,0.3118041087392172
0.85,0.31772770614669194
0.86,0.3236527928693846
0.87,0.32957932556205144
0.88,0.335507262543387
0.89,0.3414365637347971
0.9,0.34736719057756266
0.91,0.35329910595000297
0.92,0.35923227412065367
0.93,0.36516666066543174
0.94,0.3711022324208132
0.95,0.37703895741540366
0.96,0.38297680482311713
0.97,0.3889157449199569
0.98,0.3948557490191868
0.99,0.40079678943531494
