lambda,f0,f1,f2
0.01,0.09386509099000918,0.5273176045389059,0.3788173044709882
0.02,0.09339259700647479,0.5263013133816299,0.3803060896118731
0.03,0.09292211020844374,0.5252520653810164,0.3818258244105457
0.04,0.09245359895855514,0.5241688754391827,0.383377525602255
0.05,0.09198703044169391,0.5230507196815386,0.3849622498767527
0.060000000000000005,0.0915223706408909,0.5218965337738574,0.3865810955852474
0.06999999999999999,0.09105958431198298,0.5207052111738061,0.38823520451426163
0.08,0.09059863495701635,0.5194756013159753,0.3899257637270017
0.09,0.09013948479649547,0.5182065077304596,0.3916540074730259
0.09999999999999999,0.08968209474037847,0.5168966860940974,0.39342121916551664
0.11,0.08922642435801041,0.5155448422156897,0.3952287334262999
0.12,0.08877243184700241,0.5141496299558487,0.39707793819718795
0.13,0.08832007400113924,0.512709649083129,0.39897027691574366
0.14,0.08786930617748935,0.5112234430693668,0.4009072507531297
0.15000000000000002,0.0874200822627875,0.5096894968272061,0.4028904209100019
0.16,0.08697235463931574,0.5081062343947262,0.4049214109659717
0.17,0.08652607415048569,0.5064720165729674,0.40700190927654906
0.18000000000000002,0.08608119006636947,0.5047851385236368,0.4091336714099951
0.19,0.08563765004945863,0.5030438273358531,0.41131852261468577
0.2,0.08519540012102791,0.5012462395730469,0.41355836030592863
0.21000000000000002,0.0847543846284853,0.49939045881294053,0.4158551565585706
0.22,0.08431454621419524,0.49747449319631604,0.4182109605894638
0.23,0.08387582578630805,0.4954962730029045,0.4206279012107822
0.24000000000000002,0.0834381624922091,0.4934536482758921,0.4231081892319179
0.25,0.0830014936953245,0.49134438652037776,0.4256541197843015
0.26,0.0825657549560794,0.4891661705047889,0.4282680745391226
0.27,0.08213088001791712,0.4869165961987132,0.43095252378338583
0.28,0.08169680079942669,0.48459317088567905,0.4337100283149055
0.29000000000000004,0.0812634473937589,0.4821933114948635,0.4365432411113762
0.3,0.08083074807660497,0.47971434320122774,0.4394549087222065
0.31,0.0803986293241941,0.4771534983502781,0.4424478723255165
0.32,0.07996701584296229,0.47450791577093226,0.44552506838608624
0.33,0.07953583061258464,0.4717746405462522,0.4486895288411659
0.34,0.0791049949443851,0.46895062432097284,0.45194438073464843
0.35000000000000003,0.07867442855721114,0.4660327262320512,0.45529284521074265
0.36000000000000004,0.07824404967305491,0.4630177145570532,0.45873823576987677
0.37,0.07781377513489444,0.45990226918393473,0.46228395568119374
0.38,0.07738352054934337,0.4566829850137776,0.46593349443689813
0.39,0.07695320045690134,0.4533563764167184,0.4696904231263851
0.4,0.07652272853262801,0.4499188828678828,0.47355838859948346
0.41000000000000003,0.07609201782020922,0.4463668758971379,0.47754110628266794
0.42000000000000004,0.07566098100237129,0.4426966674908879,0.4816423515067071
0.43,0.07522953071060359,0.4389045200872761,0.48586594920211507
0.44,0.07479757987696363,0.4349866583054551,0.4902157618175574
0.45,0.07436504213064768,0.43093928254747976,0.49469567532185643
0.46,0.07393183224156653,0.42675858460259747,0.4993095831558314
0.47000000000000003,0.07349786661281536,0.4224407653723311,0.5040613680148118
