pi2,lambda
0.0,0.4247469966781482
0.0,0.4230128845527275
0.0,0.421268153285477
0.0,0.4195127030400721
0.0,0.4177464326728072
0.01,0.4159692397253937
0.01,0.41418102039974786
0.01,0.41238166953638145
0.01,0.41057108058558917
0.01,0.4087491455894402
0.02,0.3898809523803995
0.03,0.3697478991587798
0.04,0.3482142857159287
0.05,0.3251231527098774
0.06,0.30029154518806556
0.07,0.2735042735049458
0.08,0.24450549450504327
0.09,0.21298701298550116
0.1,0.17857142857172104
0.11,0.140786749482918
0.12,0.09902597402652934
0.13,0.05247813410968124
0.131,0.047519985736301826
0.132,0.04250161603057755
0.133,0.03742158771319287
0.134,0.03227840121157557
0.135,0.027070490485643552
0.136,0.021796218486188478
0.137,0.01645387218827069
0.138,0.011041657160007943
0.139,0.00555769163434335
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
