pi2,lambda
0.0,0.47143595697606777
0.0,0.47064737051607175
0.0,0.46985645263298287
0.0,0.4690631930586425
0.0,0.46826758147446934
0.01,0.46746960748985034
0.01,0.4666692606601482
0.01,0.4658665304722955
0.01,0.46506140636280235
0.01,0.46425387769614673
0.02,0.4560439560442701
0.03,0.44758140410455044
0.04,0.43885448916396047
0.05,0.42985074626837655
0.06,0.4205569205573769
0.07,0.41095890411020203
0.08,0.40104166666539703
0.09,0.3907891795226254
0.1,0.38018433179828864
0.11,0.36920883820298167
0.12,0.35784313725310174
0.13,0.34606627877490287
0.14,0.3338557993720065
0.15,0.32118758434369693
0.16,0.30803571428561566
0.17,0.2943722943739682
0.18,0.28016726403902364
0.19,0.2653881843483183
0.2,0.24999999999858644
0.21,0.23396477235083388
0.22,0.21724137930909274
0.23,0.19978517722751593
0.24,0.1815476190472401
0.25,0.16247582205047936
0.26,0.1425120772939258
0.27,0.12159329140412119
0.28,0.09965034964907662
0.29,0.07660738714030502
0.3,0.05238095237945676
0.31,0.026879044302391703
0.311,0.024254878725002867
0.312,0.021616843458223553
0.313,0.01896483005430572
0.314,0.01629872894180243
0.315,0.013618429425567843
0.316,0.010923819654342828
0.317,0.00821478661715338
0.318,0.005491216118099417
0.319,0.002752992776354777
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
