pi2,lambda
0.0,0.37165591771624745
0.0,0.37066728631656976
0.0,0.36967560136239114
0.0,0.3686808489011172
0.0,0.36768301488291
0.01,0.3636605795139825
0.01,0.3646708818466052
0.01,0.3626471241398894
0.01,0.3666820851931032
0.01,0.3656780456125837
0.02,0.35233590573272533
0.03,0.3416927899671483
0.04,0.330701754384393
0.05,0.31934574168184915
0.06,0.30760657564814015
0.07,0.2954648688721466
0.08,0.2828999211995249
0.09,0.2698896079174636
0.1,0.2564102564107214
0.11,0.24243650986271473
0.12,0.22794117647097265
0.13,0.21289506226091057
0.14,0.197266785502636
0.15,0.18102257024568322
0.16,0.16412601625967274
0.17,0.14653784218987898
0.18,0.12821559820365228
0.19,0.10911334391022397
0.2,0.08918128655127158
0.21,0.06836537367807828
0.22,0.04660683356948987
0.23,0.023841655420331575
0.23099999999999998,0.021507137639221165
0.23199999999999998,0.01916178720268637
0.23299999999999998,0.016805530216720127
0.23399999999999999,0.014438292124621168
0.235,0.012059997706993961
0.236,0.009670571060139202
0.237,0.007269935596053757
0.238,0.004858014035227482
0.239,0.0024347283994400255
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
