pi2,lambda
0.0,0.8512116016142627
0.0,0.8508590396564916
0.0,0.8505048022816776
0.0,0.8501488774892932
0.0,0.8497912532031766
0.01,0.8494319172175089
0.01,0.8490708572076179
0.01,0.8487080607191747
0.01,0.8483435152042079
0.01,0.8479772079778859
0.02,0.8442143610384402
0.03,0.8402604284970314
0.04,0.8361004682845599
0.05,0.8317179379109794
0.06,0.8270944741518839
0.07,0.8222096352928703
0.08,0.8170405982890852
0.09,0.8115618013425389
0.1,0.805744520029915
0.11,0.799556362171107
0.12,0.792960662526478
0.13,0.785915753455052
0.14,0.7783740807003445
0.15,0.7702811244989626
0.16,0.7615740740733139
0.17,0.7521801869627895
0.18,0.7420147420153459
0.19,0.730978463372619
0.2,0.7189542483667927
0.21,0.7058029689601457
0.22,0.6913580246902964
0.23,0.6754181898765438
0.24,0.6577380952383479
0.25,0.6380153738640657
0.26,0.6158730158716672
0.27,0.5908346972177532
0.28,0.562289562289918
0.29,0.5294407489531755
0.3,0.4912280701749609
0.31,0.44620811287526013
0.32,0.3923611111111993
0.33,0.32676518883268724
0.34,0.2450142450157723
0.35,0.14009661835779458
0.351,0.12793311157114903
0.352,0.11541005291178728
0.353,0.10251061690482506
0.354,0.0892168594619421
0.355,0.07550961814590201
0.356,0.06136840099279242
0.357,0.04677126219202971
0.358,0.03169466276210287
0.359,0.016113313841398472
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
