pi2,lambda
0.0,0.10978593328885668
0.0,0.10811283808900403
0.0,0.10643388709612776
0.0,0.10474905083834306
0.0,0.10305829964927882
0.01,0.10136160367888238
0.01,0.09965893286820834
0.01,0.09795025697462974
0.01,0.09623554554302526
0.01,0.09451476793099045
0.02,0.07696646275197336
0.03,0.05877627527268794
0.04,0.03990998438502965
0.05,0.020330969267882366
0.051,0.018332381375526098
0.052,0.016326235549238788
0.053,0.014312490774010799
0.054,0.012291105739501372
0.05499999999999999,0.010262038854445056
0.055999999999999994,0.008225248221440462
0.056999999999999995,0.006180691654958287
0.057999999999999996,0.004128326670536501
0.059,0.0020681104847803684
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
