pi1,pi2
0.01,
0.02,
0.03,
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.201,
0.202,
0.203,0.0008516518499860256
0.204,0.0022274565127770782
0.205,0.003603334205191432
0.206,0.00497928458147558
0.207,0.0063553073066808154
0.208,0.007731402038655232
0.209,0.00910756844245012
0.21,0.010483806183116768
0.22,0.02425003515418021
0.23,0.03802304577412384
0.24,0.05180253702130166
0.25,0.06558822598650911
0.26,0.07937984648996924
0.27,0.09317714782797588
0.28,0.10697989363839021
0.29,0.12078786085617707
0.3,0.13460083878779378
0.31,0.14841862821079077
0.32,0.1622410406210769
0.33,0.1760678974729824
0.34,0.18989902954537743
0.35,0.20373427629338406
0.36,0.21757348531894155
0.37,0.231416511830566
0.38,0.24526321816433827
0.39,0.25911347335171153
0.4,0.2729671527053278
0.41,0.2868241374336467
0.42,0.30068431429159015
0.43,0.31454757526000043
0.44,0.3284138172431057
0.45,0.34228294176598556
0.46,0.3561548547440688
0.47,0.3700294662166152
0.48,0.3839066901198146
0.49,0.39778644408509745
0.5,0.41166864922664037
0.51,0.42555322996848965
0.52,0.43944011386448084
0.53,0.45332923142896425
0.54,0.46722051599274056
0.55,0.48111390356259826
0.56,0.49500933267364833
0.57,0.508906744277675
0.58,0.5228060816134777
0.59,0.5367072900988235
0.6,0.5506103172332036
0.61,0.5645151124825817
0.62,0.5784216271965585
0.63,0.5923298145219325
0.64,0.6062396293162611
0.65,0.6201510280722287
0.66,0.6340639688312065
0.67,0.6479784111328313
0.68,0.6618943159321677
0.69,0.6758116455492875
0.7,0.6897303636044384
0.71,0.7036504349532173
0.72,0.7175718256541554
0.73,0.7314945028930835
0.74,0.7454184349579224
0.75,0.7593435911774551
0.76,0.7732699418817086
0.77,0.787197458373142
0.78,0.8011261128618175
0.79,0.8150558784545952
0.8,0.8289867291047106
0.81,0.842918639582963
0.82,0.8568515854452997
0.83,0.8707855430004019
0.84,0.8847204892772718
0.85,0.8986564020108242
0.86,0.9125932596022691
0.87,0.9265310410939026
0.88,0.9404697261546978
0.89,0.9544092950550954
0.9,0.9683497286273853
0.91,0.9822910082765121
0.92,
0.93,
0.94,
0.95,
0.96,
0.97,
0.98,
0.99,
