pi1,pi2
0.01,
0.02,
0.03,
0.04,
0.05,
0.051,
0.052,
0.053,0.0009499734142679308
0.054,0.0027394902375698716
0.055,0.004529048644934079
0.056,0.006318648380647029
0.057,0.008108289185393587
0.058,0.009897970807061823
0.059,0.011687692997141407
0.06,0.01347745549631721
0.07,0.03137724421351446
0.08,0.04928080419745851
0.09,0.06718791742535281
0.1,0.08509838300000408
0.11,0.10301201542825808
0.12,0.12092864315154714
0.13,0.138848107191689
0.14,0.15677026001278133
0.15,0.17469496445873053
0.16,0.19262209284564796
0.17,0.21055152612267822
0.18,0.22848315314807716
0.19,0.24641687001211143
0.2,0.2643525794572012
0.21,0.2822901903340784
0.22,0.3002296171119697
0.23,0.31817077945000577
0.24,0.3361136018010455
0.25,0.3540580130479146
0.26,0.37200394617566024
0.27,0.38995133796901654
0.28,0.4079001287566907
0.29,0.4258502621448455
0.3,0.4438016847974011
0.31,0.4617543462307438
0.32,0.47970819861563896
0.33,0.4976631965971498
0.34,0.5156192971541763
0.35,0.5335764594265776
0.36,0.551534644589116
0.37,0.5694938157181988
0.38,0.5874539376874304
0.39,0.6054149770415577
0.4,0.6233769019100307
0.41,0.6413396818989557
0.42,0.6593032880190619
0.43,0.6772676925992642
0.44,0.6952328692074273
0.45,0.7131987925855373
0.46,0.7311654385812715
0.47,0.7491327840903714
0.48,0.7671008069918166
0.49,0.7850694861118062
0.5,0.8030388011553298
0.51,0.8210087326665493
0.52,0.8389792619927835
0.53,0.8569503712268821
0.54,0.8749220431892178
0.55,0.8928942613736625
0.56,0.9108670099259768
0.57,0.9288402736041939
0.58,0.9468140377570091
0.59,0.9647882882841624
0.6,0.9827630116220313
0.61,
0.62,
0.63,
0.64,
0.65,
0.66,
0.67,
0.68,
0.69,
0.7,
0.71,
0.72,
0.73,
0.74,
0.75,
0.76,
0.77,
0.78,
0.79,
0.8,
0.81,
0.82,
0.83,
0.84,
0.85,
0.86,
0.87,
0.88,
0.89,
0.9,
0.91,
0.92,
0.93,
0.94,
0.95,
0.96,
0.97,
0.98,
0.99,
