pi2,lambda
0.0,0.7376702094226169
0.0,0.7365928943232245
0.0,0.7355066844699872
0.0,0.73441146910293
0.0,0.7333071356036533
0.01,0.7321935694737226
0.01,0.7310706542734416
0.01,0.7299382716038444
0.01,0.7287963010562724
0.01,0.7276446201547494
0.02,0.7155652384411034
0.03,0.7023629964803746
0.04,0.6878733572274858
0.05,0.6718978865867293
0.06,0.6541950113377198
0.07,0.6344675589966083
0.08,0.6123456790119262
0.09,0.5873629916180811
0.1,0.5589225589229831
0.11,0.526247114324765
0.12,0.4883040935678757
0.13,0.44368858654584464
0.14,0.39043209876462154
0.15,0.32567049808534787
0.16,0.2450142450157723
0.17,0.14117015566434246
0.17099999999999999,0.12906982631967948
0.172,0.11659108087746277
0.173,0.10371239347355428
0.174,0.09041009958550608
0.175,0.07665805340164059
0.176,0.06242720708225341
0.177,0.04768508887350906
0.178,0.03239514889858883
0.179,0.016515929489739272
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
