pi2,lambda
0.0,0.22299107663053777
0.0,0.22154482026097502
0.0,0.22009301629802142
0.0,0.218635631678998
0.0,0.2171726330819107
0.01,0.21570398690023893
0.01,0.21422965925013931
0.01,0.21274961597404654
0.01,0.21126382262266616
0.01,0.20977224445497406
0.02,0.19453044375507147
0.03,0.1786696876518616
0.04,0.16214995483129543
0.05,0.14492753623365864
0.06,0.1269545793000283
0.07,0.10817855979057335
0.08,0.08854166666745872
0.09,0.06798008226846028
0.1,0.04642313546298769
0.11,0.02379229965482295
0.111,0.02146686614729971
0.11214285714285714,0.018794897111587276
0.11328571428571428,0.016107507303843006
0.11442857142857142,0.013404554450100867
0.11557142857142857,0.010685894403563332
0.11671428571428571,0.007951381112186998
0.11785714285714285,0.005200866597072985
0.119,0.002434200902044555
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
