lambda,f0,f1,f2
0.01,0.18105022621971165,0.27131567414532,0.547634099634998
0.02,0.18027903658282057,0.2698754728001201,0.5498454906170629
0.03,0.17950460620572856,0.26840622509002776,0.5520891687042832
0.04,0.1787269296116047,0.2669074898717338,0.5543655805166605
0.05,0.1779460026662155,0.2653788292643132,0.5566751680694668
0.060000000000000005,0.17716182270130687,0.2638198095037621,0.5590183677949199
0.06999999999999999,0.1763743886439726,0.2622300018494483,0.5613956095065765
0.08,0.17558370115179914,0.260608983543041,0.5638073153051567
0.09,0.17478976275377625,0.25895633882062413,0.5662538984255995
0.09999999999999999,0.17399257799678136,0.2572716599782154,0.568735762025004
0.11,0.17319215359748008,0.255554548490745,0.5712532979117754
0.12,0.1723884985993765,0.25380461618411976,0.5738068852165032
0.13,0.17158162453470965,0.2520214864596562,0.5763968890056332
0.14,0.17077154559082064,0.2502047955697337,0.5790236588394475
0.15000000000000002,0.16995827878054356,0.24835419394306216,0.5816875272763963
0.16,0.1691418441161076,0.24646934755746655,0.5843888083264248
0.17,0.16832226478594808,0.2445499393575442,0.5871277958565029
0.18000000000000002,0.16749956733375437,0.2425956707139895,0.5899047619522608
0.19,0.16667378183898568,0.24060626292075826,0.5927199552402589
0.2,0.16584494209803352,0.23858145872566197,0.5955735991763033
0.21000000000000002,0.16501308580506904,0.23652102388922985,0.5984658903056981
0.22,0.16417825473157913,0.23442474876608227,0.6013969965023466
0.23,0.1633404949034751,0.23229244990230424,0.6043670551942213
0.24000000000000002,0.16249985677461248,0.23012397164166978,0.6073761715837152
0.25,0.16165639539541968,0.2279191877327594,0.6104244168718163
0.26,0.1608101705753316,0.22567800292844944,0.6135118264962219
0.27,0.15996124703759987,0.22340035456848442,0.6166383983939112
0.28,0.1591096945650388,0.22108621413529175,0.6198040912996685
0.29000000000000004,0.15825558813516238,0.21873558877251076,0.6230088230923202
0.3,0.15739900804320295,0.21634852275531033,0.6262524692014886
0.31,0.15654004001140412,0.2139250989009772,0.6295348610876175
0.32,0.15567877528304852,0.21146543990802547,0.6328557848089269
0.33,0.15481531069962212,0.20896970961168618,0.6362149796886959
0.34,0.15394974875960185,0.20643811414358418,0.6396121370968053
0.35000000000000003,0.1530821976573795,0.20387090298334296,0.643046899359276
0.36000000000000004,0.15221277130088648,0.2012683698899378,0.6465188588091725
0.37,0.15134158930663413,0.19863085370098413,0.6500275569923796
0.38,0.15046877697093053,0.1959587389884435,0.6535724840406251
0.39,0.14959446521622596,0.19325245655991002,0.65715307822387
0.4,0.14871879051166814,0.19051248379533256,0.6607687256929983
0.41000000000000003,0.14784189476715115,0.18773934480998464,0.6644187604228681
0.42000000000000004,0.14696392520031112,0.1849336104355143,0.6681024643641722
0.43,0.14608503417618443,0.18209589801222395,0.6718190678115896
0.44,0.14520537901942873,0.17922687098702061,0.6755677499935531
0.45,0.14432512179929288,0.17632723831306532,0.679347639887638
0.46,0.1434444290877588,0.1733977536487465,0.6831578172634984
0.47000000000000003,0.14256347169153175,0.17043921435531387,0.6869973139531538
0.48000000000000004,0.1416824243588489,0.16745246029436495,0.6908651153467945
0.49,0.14080146546229444,0.16443837242814163,0.694760162109567
0.5,0.1399207766591098,0.16139787122754506,0.6986813521133469
0.51,0.13904054253068707,0.15833191489455006,0.7026275425747602
0.52,0.13816095020319877,0.15524149740757945,0.7065975523892266
0.53,0.1372821889514983,0.15212764640009402,0.7105901646484134
0.54,0.1364044497886345,0.14899142088433526,0.7146041293270305
0.55,0.13552792504346414,0.14583390883364142,0.7186381661228988
0.56,0.1346528079289863,0.14265622463813607,0.722690967432872
