pi2,lambda
0.0,0.7779018093310296
0.0,0.7773921987080328
0.0,0.7768802429506554
0.0,0.7763659258589056
0.0,0.7758492310094915
0.01,0.7753301418746756
0.01,0.7748086417898589
0.01,0.7742847138887533
0.01,0.7737583411646084
0.01,0.7732295064738125
0.02,0.7678018575853072
0.03,0.7621078754519932
0.04,0.7561274509815431
0.05,0.7498383968977694
0.06,0.7432161719157631
0.07,0.7362335597637899
0.08,0.7288602941163687
0.09,0.7210626185977241
0.1,0.7128027681659351
0.11,0.7040383551555528
0.12,0.6947216386572237
0.13,0.6847986506437121
0.14,0.674208144796405
0.15,0.6628803245429938
0.16,0.6507352941177844
0.17,0.6376811594205257
0.18,0.6236116824354319
0.19,0.6084033613428262
0.2,0.591911764707213
0.21,0.5739668865274373
0.22,0.5543672014265412
0.23,0.532871972316961
0.24,0.509191176468757
0.25,0.4829721362227896
0.26,0.4537815126055405
0.27,0.42108064945573015
0.28,0.38419117647174267
0.29,0.3422459893060302
0.3,0.29411764705741544
0.31,0.23831070889728284
0.32,0.17279411764653588
0.33,0.09472880060967365
0.331,0.08608836434382286
0.332,0.07727797001049887
0.333,0.0682924027464346
0.334,0.05912622338797928
0.335,0.04977375565660914
0.336,0.04022907239721758
0.337,0.030485980800754386
0.338,0.020538006474353252
0.339,0.010378376315728494
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
