pi1,pi2
0.01,
0.011,
0.012,
0.013,
0.014,
0.015,
0.016,
0.017,
0.018,0.00015397673992453004
0.019,0.0012389105502312008
0.02,0.0023355988092150864
0.03,0.013799714831692237
0.04,0.025877265258293102
0.05,0.03833835373166333
0.06,0.05106356397800478
0.07,0.06398209290413906
0.08,0.0770482317957558
0.09,0.09023065525917444
0.1,0.10350691977884298
0.11,0.11686038232968025
0.12,0.13027835724437153
0.13,0.14375095517669795
0.14,0.1572703206106093
0.15,0.1708301134100461
0.16,0.18442514597584575
0.17,0.19805112290775945
0.18,0.2117044502025409
0.19,0.22538209273867313
0.2,0.23908146610234174
0.21,0.2528003532536374
0.22,0.26653683950328655
0.23,0.28028926114304503
0.24,0.2940561644919152
0.25,0.30783627285147513
0.26,0.32162845968116976
0.27,0.3354317265997429
0.28,0.34924518522597586
0.29,0.36306804209879207
0.3,0.37689958602844126
0.31,0.39073917749339215
0.32,0.4045862396435378
0.33,0.4184402506540013
0.34,0.43230073719183476
0.35,0.4461672688083299
0.36,0.46003945310567207
0.37,0.4739169315482805
0.38,0.4877993758287951
0.39,0.501686484698669
0.4,0.5155779811913362
0.41,0.5294736101875304
0.42,0.5433731362759345
0.43,0.5572763418479363
0.44,0.5711830254372895
0.45,0.5850930002254514
0.46,0.5990060927125926
0.47,0.6129221415470771
0.48,0.6268409964557878
0.49,0.6407625173041078
0.5,0.654686573253148
0.51,0.6686130419745985
0.52,0.6825418089808288
0.53,0.6964727669910097
0.54,0.7104058153620575
0.55,0.7243408595988189
0.56,0.7382778108606514
0.57,0.7522165855580429
0.58,0.7661571049564375
0.59,0.7800992948448875
0.6,0.7940430851794947
0.61,0.8079884098312999
0.62,0.8219352062873491
0.63,0.8358834154057846
0.64,0.849832981210554
0.65,0.863783850653706
0.66,0.8777359734533167
0.67,0.8916893018845972
0.68,0.9056437906466351
0.69,0.9195993966823142
0.7,0.9335560790630631
0.71,0.9475137988483935
0.72,0.9614725189598434
0.73,0.975432204083734
0.74,0.98939282055592
0.75,
0.76,
0.77,
0.78,
0.79,
0.8,
0.81,
0.82,
0.83,
0.84,
0.85,
0.86,
0.87,
0.88,
0.89,
0.9,
0.91,
0.92,
0.93,
0.94,
0.95,
0.96,
0.97,
0.98,
0.99,
