pi2,lambda
0.0,0.6513112706603672
0.0,0.6508355340737838
0.0,0.6503584992332082
0.0,0.6498801608298839
0.0,0.6494005135082328
0.01,0.6489195519054746
0.01,0.6484372706120071
0.01,0.6479536642002206
0.01,0.6474687272028877
0.01,0.6469824541311718
0.02,0.6420450090167145
0.03,0.636967683479696
0.04,0.6317444554772812
0.05,0.6263689526859212
0.06,0.6208344266598763
0.07,0.6151337247243401
0.08,0.6092592592610033
0.09,0.6032029741915707
0.1,0.5969563082954774
0.11,0.5905101550448563
0.12,0.5838548185245664
0.13,0.5769799650411103
0.14,0.5698745698729908
0.15,0.5625268586150703
0.16,0.5549242424254226
0.17,0.5470532464759658
0.18,0.5388994307388929
0.19,0.5304473021184628
0.2,0.5216802168008436
0.21,0.5125802716082791
0.22,0.5031281827440514
0.23,0.49330315035075184
0.24,0.48308270676770837
0.25,0.472442546268995
0.26,0.46135633350158245
0.27,0.4497954875298602
0.28,0.4377289377300587
0.29,0.42512284719104737
0.3,0.41194029850723407
0.31,0.3981409357652163
0.32,0.38368055555700165
0.33,0.368510638296724
0.34,0.3525778094574464
0.35,0.3358232181764779
0.36,0.3181818181817228
0.37,0.29958153255205533
0.38,0.27994227994218845
0.39,0.25917483473781133
0.4,0.23717948717791804
0.41,0.2138444613704462
0.42,0.1890440386683036
0.43,0.1626363205325365
0.44,0.13446054750562117
0.45,0.10433386837905678
0.46,0.07204742362010567
0.47,0.03736156748333245
0.471,0.03375073047484216
0.472,0.030112873942768396
0.473,0.02644769499983689
0.474,0.0227548862243602
0.475,0.019034135599010543
0.476,0.015285126395568633
0.477,0.01150753711009485
0.478,0.007701041362084536
0.479,0.0038653077972247724
0.48,
0.49,
0.5,
