lambda,f0,f1,f2
0.01,0.17181076062696443,0.48205700915655775,0.34613223021648987
0.02,0.171207112987389,0.481329297967574,0.34746358904500896
0.03,0.17060283131977808,0.4805746427545447,0.3488225259256808
0.04,0.16999789492252496,0.47979216584611134,0.35020993923135846
0.05,0.1693922811792291,0.47898095473408353,0.35162676408669313
0.060000000000000005,0.1687859654774851,0.47814006046730434,0.35307397405519964
0.06999999999999999,0.16817892112470692,0.47726849597094756,0.3545525829043354
0.08,0.16757111926078558,0.476365234288288,0.356063646450933
0.09,0.16696252876759857,0.4754292067427157,0.3576082644896796
0.09999999999999999,0.16635311617532247,0.4744593010176712,0.3591875828070079
0.11,0.16574284556545216,0.47345435915216766,0.36080279528238357
0.12,0.1651316784706057,0.4724131754503132,0.3624551460790831
0.13,0.1645195737710679,0.47133449430309765,0.36414593192583733
0.14,0.16390648758813803,0.4702170079213818,0.3658765044904822
0.15000000000000002,0.1632923731743617,0.4690593539794683,0.36764827284617585
0.16,0.16267718080075402,0.46786011316919895,0.369462706030043
0.17,0.16206085764120262,0.46661780666538555,0.3713213356934141
0.18000000000000002,0.16144334765423657,0.4653308935040602,0.3732257588417032
0.19,0.16082459146250008,0.46399776787640185,0.37517764066110537
0.2,0.16020452623024722,0.4626167563420969,0.37717871742765513
0.21000000000000002,0.15958308553935818,0.4611861149677116,0.37923079949292815
0.22,0.158960199264393,0.4597040263970651,0.38133577433854626
0.23,0.15833579344738516,0.4581685968628624,0.38349560968974733
0.24000000000000002,0.15770979017318715,0.4565778531510889,0.3857123566757271
0.25,0.15708210744629764,0.4549297395322321,0.3879881530214687
0.26,0.15645265907036007,0.45322211467682555,0.3903252262528137
0.27,0.15582135453162038,0.4514527485759829,0.39272589689239606
0.28,0.1551880988879374,0.449619319491964,0.39519258162009996
0.29000000000000004,0.15455279266513833,0.4477194109682189,0.39772779636664335
0.3,0.15391533176281952,0.4457505089336646,0.400334159303519
0.31,0.15327560737198562,0.4437099989417278,0.4030143936862859
0.32,0.15263350590728428,0.4415951635913073,0.4057713305014022
0.33,0.15198890895695102,0.4394031801839994,0.408607910859043
0.34,0.15134169325400654,0.43713111868003335,0.41152718806596145
0.35000000000000003,0.15069173067269034,0.4347759400241573,0.41453232930315814
0.36000000000000004,0.1500388882545982,0.4323344949223368,0.4176266168230715
0.37,0.1493830282694887,0.429803523160435,0.42081344857007846
0.38,0.14872400831626953,0.42717965356714127,0.4240963381165871
0.39,0.14806168147021415,0.4244594047350182,0.42747891379476355
0.4,0.14739589648302037,0.42163918662563304,0.4309649168913452
0.41000000000000003,0.14672649804286433,0.41871530319701905,0.43455819876011553
0.42000000000000004,0.14605332710212798,0.4156839562039475,0.4382627166939166
0.43,0.14537622128094527,0.4125412503332348,0.4420825283858241
0.44,0.14469501535509538,0.40928319984706835,0.4460217847978428
0.45,0.1440095418370806,0.4059057369167297,0.4500847212461942
0.46,0.14331963165930786,0.4024047218358314,0.4542756465048503
0.47000000000000003,0.14262511496825828,0.3987759553061672,0.458598929725579
0.48000000000000004,0.14192582203815987,0.3950151929887111,0.46305898497312936
0.49,0.14122158431209159,0.391118162506899,0.4676602531810175
0.5,0.14051223557735465,0.3870805830767438,0.4724071813459022
0.51,0.13979761328056686,0.3828981879186617,0.4773041988007833
0.52,0.1390775599859103,0.3785667495763129,0.4823556904377892
0.53,0.1383519249775047,0.3740821082283661,0.4875659667941312
0.54,0.13762056600371558,0.36944020302757596,0.4929392309687066
0.55,0.1368833511574833,0.3646371064379878,0.4984795424045288
0.56,0.13614016088238526,0.35966906146449434,0.5041907776531154
