pi1,pi2
0.001,0.0008
0.002,0.0016
0.003,0.0024000000000000002
0.004,0.0032
0.005,0.004
0.006,0.0048000000000000004
0.007,0.0056
0.008,0.0064
0.009,0.0072
0.01,0.008
0.02,0.016
0.03,0.024
0.04,0.032
0.05,0.04
0.06,0.048
0.07,0.05600000000000001
0.08,0.064
0.09,0.072
0.1,0.08
0.11,0.088
0.12,0.096
0.13,0.10400000000000001
0.14,0.11200000000000002
0.15,0.12
0.16,0.128
0.17,0.136
0.18,0.144
0.19,0.152
0.2,0.16
0.21,0.16799999999999998
0.22,0.176
0.23,0.184
0.24,0.192
0.25,0.2
0.26,0.20800000000000002
0.27,0.21600000000000003
0.28,0.22400000000000003
0.29,0.23199999999999998
0.3,0.24
0.31,0.248
0.32,0.256
0.33,0.264
0.34,0.272
0.35,0.27999999999999997
0.36,0.288
0.37,0.296
0.38,0.304
0.39,0.312
0.4,0.32
0.41,0.32799999999999996
0.42,0.33599999999999997
0.43,0.344
0.44,0.352
0.45,0.36
0.46,0.368
0.47,0.376
0.48,0.384
0.49,0.392
0.5,0.4
0.51,0.40800000000000003
0.52,0.41600000000000004
0.53,0.42400000000000004
0.54,0.43200000000000005
0.55,0.44000000000000006
0.56,0.44800000000000006
0.57,0.45599999999999996
0.58,0.46399999999999997
0.59,0.472
0.6,0.48
0.61,0.488
0.62,0.496
0.63,0.504
0.64,0.512
0.65,0.52
0.66,0.528
0.67,0.536
0.68,0.544
0.69,0.5519999999999999
0.7,0.5599999999999999
0.71,0.568
0.72,0.576
0.73,0.584
0.74,0.592
0.75,0.6
0.76,0.608
0.77,0.616
0.78,0.624
0.79,0.632
0.8,0.64
0.81,0.648
0.82,0.6559999999999999
0.83,0.6639999999999999
0.84,0.6719999999999999
0.85,0.6799999999999999
0.86,0.688
0.87,0.696
0.88,0.704
0.89,0.712
0.9,0.72
0.91,0.728
0.92,0.736
0.93,0.744
0.94,0.752
0.95,0.76
0.96,0.768
0.97,0.776
0.98,0.784
0.99,0.792
