pi2,lambda
0.0,0.11662035571875012
0.0,0.11488248785667757
0.0,0.11313741355152697
0.0,0.1113850856907816
0.0,0.10962545672613119
0.01,0.10785847868427682
0.01,0.10608410314892286
0.01,0.10430228125717546
0.01,0.10251296370314403
0.01,0.10071610071633172
0.02,0.08232118758364632
0.03,0.06311339272408228
0.04,0.04303451178358198
0.05,0.022020368841663675
0.051,0.019864846703280755
0.052,0.01769919371345664
0.053,0.015523334119759159
0.054,0.01333719138460757
0.05499999999999999,0.011140688160061344
0.055999999999999994,0.00893374628782018
0.056999999999999995,0.0067162867812160035
0.057999999999999996,0.004488229821611359
0.059,0.002249494740391428
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
