pi2,lambda
0.0,0.4621812267628779
0.0,0.46139722565346114
0.0,0.46061094982452677
0.0,0.4598223894148963
0.0,0.4590315345021647
0.01,0.45823837511350424
0.01,0.4574429012148601
0.01,0.45664510271095
0.01,0.45584496945606967
0.01,0.45504249123608437
0.02,0.44688644688716433
0.03,0.43848422109352425
0.04,0.42982456140456093
0.05,0.42089552238960615
0.06,0.41168441168597275
0.07,0.4021777309435351
0.08,0.3923611111111993
0.09,0.3822192413737513
0.1,0.3717357910908008
0.11,0.36089332383021405
0.12,0.349673202613645
0.13,0.33805548528648266
0.14,0.3260188087768647
0.15,0.3135402609075652
0.16,0.30059523809681793
0.17,0.2871572871580783
0.18,0.2731979291134024
0.19,0.25868646252092825
0.2,0.24358974359005303
0.21,0.22787193973481706
0.22,0.2114942528738559
0.23,0.19441460794971058
0.24,0.1765873015856405
0.25,0.15796260477162605
0.26,0.13848631239797268
0.27,0.11809923130601858
0.28,0.09673659673545211
0.29,0.07432740538020535
0.3,0.05079365079419397
0.31,0.026049444168964386
0.311,0.023504882476482327
0.312,0.020947176683552907
0.313,0.018376225768925235
0.314,0.01579192767048633
0.315,0.01319417928886268
0.316,0.010582876469412264
0.317,0.007957913987818158
0.318,0.005319185539283721
0.319,0.0026665837133214225
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
